시설명,시도,시군구,총길이,총폭,경간수,최대경간장,상부구조,설계하중,교통량,준공년도,준공후경과년수
동안교,경기도,성남시 분당구,72.0,35.4,3.0,30.0,기타,DB-24,,2009,14
동양교,경기도,안양시 동안구,53.0,9.5,2.0,33.0,프리플렉스거더교,DB-24,,2005,18
동원2교,경기도,성남시 분당구,48.0,8.6,6.0,8.0,RC슬래브교,DB-18,0.0,1981,42
동원2교,경기도,성남시 분당구,48.0,8.6,6.0,8.0,RC슬래브교,DB-18,,1981,42
동원3교,경기도,성남시 분당구,36.0,8.0,3.0,13.0,라멘교,DB-24,,1999,24
동원3교,경기도,성남시 분당구,36.0,8.0,3.0,13.0,RC슬래브교,DB-24,0.0,1999,24
동의교,경기도,의정부시,59.0,10.0,4.0,15.0,RC슬래브교,DB-24,,1998,25
동탄교,경기도,화성시,45.0,38.3,2.0,23.0,프리플렉스거더교,DB-24,8576.0,2009,14
동패교,경기도,파주시,10.0,9.5,1.0,10.0,RC슬래브교,DB-18,0.0,1987,36
동항교,경기도,안성시,20.0,11.0,2.0,10.0,RC슬래브교,DB-24,14170.0,1994,29
동화교,경기도,화성시,175.0,10.0,7.0,25.0,강I거더교,DB-24,7854.0,1998,25
두견교,경기도,수원시 장안구,28.0,18.0,2.0,14.0,RC슬래브교,DB-24,,1999,24
두곡교,경기도,오산시,40.0,31.0,3.0,15.0,RC슬래브교,DB-24,,2000,23
두릉교,경기도,수원시 영통구,15.0,23.5,1.0,15.0,RC슬래브교,DB-24,,2012,11
두메교,경기도,안성시,120.0,8.0,3.0,40.0,RCT거더교,DB-24,,2011,12
두밀교(상행),경기도,성남시 분당구,34.5,20.0,1.0,34.5,기타,DB-24,,2008,15
두밀교(하행),경기도,성남시 분당구,56.5,20.0,2.0,29.0,기타,DB-24,,2008,15
두창교,경기도,용인시 처인구,70.0,8.1,6.0,11.7,RC슬래브교,DB-18,,1980,43
두창교,경기도,용인시 처인구,22.0,11.3,2.0,11.0,라멘교,DB-24,3602.0,1992,31
두평교,경기도,용인시 처인구,30.0,10.0,2.0,15.0,RC슬래브교,DB-24,,1998,25
두포1교,경기도,파주시,50.0,10.0,4.0,13.0,RC슬래브교,DB-24,,1999,24
두포2교,경기도,파주시,38.0,10.0,3.0,13.0,RC슬래브교,DB-24,,1969,54
둔대1교,경기도,군포시,20.4,5.1,3.0,7.4,RC슬래브교,DB-13.5,,1959,64
둔대2교,경기도,군포시,42.0,12.5,3.0,16.0,RC슬래브교,DB-24,,2007,16
둔대3교,경기도,군포시,10.0,4.8,2.0,5.0,RC슬래브교,DB-13.5,,1960,63
둔대4교,경기도,군포시,37.5,8.0,2.0,18.8,라멘교,DB-18,,2007,16
둔대교,경기도,군포시,40.0,10.0,4.0,10.0,RC슬래브교,DB-24,,1995,28
둔대교,경기도,시흥시,94.0,19.4,2.0,47.0,강박스거더교,DB-24,,2004,19
둔전교,경기도,성남시 수정구,160.0,20.0,4.0,50.0,강박스거더교,DB-24,0.0,2002,21
로산교,경기도,군포시,10.5,5.0,1.0,10.5,라멘교,DB-18,,2005,18
리203-무명1교,경기도,양주시,17.7,6.0,1.0,17.0,기타,DB-24,,1985,38
리204-무명1교,경기도,양주시,30.0,6.5,3.0,10.0,RC슬래브교,DB-24,,1985,38
마감1교,경기도,여주시,18.9,12.5,2.0,9.5,라멘교,DB-24,,1998,25
마명교,경기도,포천시,17.0,6.0,2.0,9.0,RC슬래브교,DB-24,2441.0,1995,28
마명교(상),경기도,포천시,18.0,7.1,1.0,18.0,RC슬래브교,DB-24,0.0,2006,17
마벨교,경기도,군포시,50.0,15.0,4.0,13.4,RC슬래브교,DB-24,,1997,26
마북교,경기도,용인시 기흥구,23.6,21.0,2.0,12.0,라멘교,DB-24,,2007,16
마산교,경기도,파주시,25.0,9.0,4.0,7.5,라멘교,DB-24,,1996,27
마석교,경기도,남양주시,20.0,18.5,2.0,10.0,RC슬래브교,DB-24,,1987,36
마성1교,경기도,용인시 처인구,60.2,18.6,2.0,30.8,RCT거더교,DB-24,,2012,11
마애종교,경기도,안양시 만안구,20.0,15.0,1.0,20.0,라멘교,DB-24,,2009,14
마장교,경기도,파주시,66.0,7.1,6.0,11.5,RC슬래브교,DB-24,,1971,52
마전2교,경기도,양주시,60.0,11.0,4.0,15.0,RC슬래브교,DB-24,,1997,26
마전교,경기도,양주시,30.0,7.0,2.0,15.0,RC슬래브교,DB-24,,1997,26
마전교,경기도,양주시,240.0,7.5,8.0,30.0,기타,DB-24,,2003,20
마전교,경기도,안성시,51.0,6.0,3.0,17.0,라멘교,DB-24,,2003,20
마정교,경기도,파주시,75.0,19.5,3.0,25.0,기타,DB-24,,1996,27
마지1교,경기도,파주시,38.0,25.0,3.0,13.0,RC슬래브교,DB-24,,1996,27
마지2교,경기도,파주시,36.0,6.0,3.0,12.0,RC슬래브교,기타,,1985,38
마진교,경기도,남양주시,45.0,7.7,1.0,45.0,PSCI거더교,DB-24,,2010,13
마치교,경기도,남양주시,24.0,18.5,2.0,12.0,RC슬래브교,DB-24,,1987,36
마평교,경기도,용인시 처인구,52.2,20.0,3.0,18.0,RCT거더교,DB-24,,1989,34
마하교,경기도,화성시,17.0,10.0,1.0,17.0,라멘교,DB-24,14727.0,1998,25
막계교,경기도,과천시,21.0,13.9,2.0,11.0,RC슬래브교,DB-24,,1996,27
막곡교,경기도,평택시,23.0,10.0,2.0,12.0,RC슬래브교,DB-24,,1997,26
만남의 다리,경기도,안양시 만안구,11.0,6.0,1.0,11.0,강I거더교,기타,,2006,17
만선쌍교(구),경기도,광주시,50.0,5.6,5.0,10.0,RC슬래브교,DB-18,5314.0,1980,43
만선쌍교(신),경기도,광주시,50.0,5.6,5.0,10.0,RC슬래브교,DB-18,0.0,1992,31
만안삼성교,경기도,안양시 만안구,20.0,21.3,2.0,11.0,RC슬래브교,DB-18,,1979,44
만장교,경기도,파주시,112.0,10.0,7.0,16.0,RCT거더교,DB-13.5,,1983,40
만해교,경기도,안산시 단원구,29.0,20.0,2.0,14.5,RC슬래브교,DB-24,,1988,35
만호교,경기도,평택시,25.0,10.0,1.0,25.0,PSCI거더교,DB-24,,1993,30
망월사교,경기도,의정부시,12.0,7.0,1.0,12.0,라멘교,DB-18,,1992,31
매곡교,경기도,이천시,88.0,8.0,8.0,11.0,RC슬래브교,DB-13.5,6227.0,1989,34
매교,경기도,수원시 팔달구,22.0,25.0,2.0,11.0,RC슬래브교,DB-18,,1984,39
매세교,경기도,수원시 팔달구,28.4,12.0,2.0,14.0,RC슬래브교,DB-24,,1999,24
매송2교,경기도,성남시 분당구,58.0,32.0,3.0,23.0,PSC슬래브교,DB-24,,1993,30
매송2교,경기도,성남시 분당구,58.0,32.0,3.0,23.0,PSC슬래브교,DB-24,0.0,1993,30
매송교,경기도,성남시 분당구,60.0,23.0,3.0,24.0,PSC슬래브교,DB-24,,1991,32
매송교,경기도,성남시 분당구,60.0,23.0,3.0,24.0,PSC슬래브교,DB-24,0.0,1993,30
매향1교,경기도,수원시 팔달구,28.0,8.0,2.0,14.0,RC슬래브교,DB-24,,1992,31
매향교,경기도,수원시 팔달구,27.0,33.0,3.0,9.0,RCT거더교,DB-18,25362.0,1979,44
매호교,경기도,화성시,10.0,8.0,1.0,10.0,RC슬래브교,DB-24,0.0,2001,22
매화교,경기도,시흥시,35.0,34.0,1.0,35.0,PSC박스거더교,DB-24,0.0,2015,8
매화육교,경기도,시흥시,30.0,19.0,1.0,30.0,PSCI거더교,DB-24,,2015,8
맹3교,경기도,용인시 처인구,14.0,4.5,2.0,7.0,라멘교,DB-13.5,,1990,33
맹6교,경기도,용인시 처인구,3.5,5.3,1.0,3.5,라멘교,DB-18,,1995,28
맹골교,경기도,남양주시,20.0,10.0,2.0,10.0,RC슬래브교,DB-24,,1995,28
맹동교,경기도,남양주시,54.5,13.5,4.0,14.0,RC슬래브교,DB-24,,2007,16
맹리천4교,경기도,용인시 처인구,14.5,10.0,1.0,14.5,라멘교,DB-24,,2009,14
머내2교,경기도,성남시 분당구,80.0,15.0,3.0,30.0,프리플렉스거더교,DB-24,,2008,15
머내3교,경기도,성남시 분당구,80.0,14.9,2.0,40.0,프리플렉스거더교,DB-24,,2008,15
멱절1교,경기도,고양시 일산서구,45.0,11.0,4.0,12.0,RC슬래브교,DB-24,0.0,1997,26
명덕교,경기도,포천시,55.7,12.0,6.0,15.0,RC슬래브교,DB-24,3042.0,2005,18
명학대교,경기도,안양시 만안구,90.0,30.0,6.0,15.0,RCT거더교,DB-18,,1979,44
명학육교,경기도,안양시 만안구,45.0,30.0,3.0,15.0,PSCI거더교,DB-18,,1979,44
모란고가교,경기도,성남시 중원구,340.0,16.0,17.0,50.0,강박스거더교,DB-24,0.0,2005,18
목감교,경기도,광명시,60.0,7.7,5.0,12.0,RC슬래브교,DB-24,,1984,39
목네미다리교,경기도,수원시 장안구,19.6,12.9,2.0,9.5,RC슬래브교,DB-24,,2001,22
목련교,경기도,성남시 분당구,20.0,12.0,3.0,7.0,RC슬래브교,DB-24,0.0,1993,30
목련교,경기도,성남시 분당구,20.0,12.0,3.0,8.0,PSC슬래브교,DB-24,,1993,30
목민교,경기도,수원시 영통구,12.0,28.6,1.0,12.0,기타,DB-24,,2012,11
목신2교,경기도,용인시 처인구,50.0,7.0,4.0,12.5,RC슬래브교,DB-18,,1993,30
목신교,경기도,용인시 처인구,50.0,6.0,4.0,12.5,RC슬래브교,DB-18,,1992,31
목장교,경기도,수원시 권선구,38.5,6.2,4.0,10.0,RC슬래브교,DB-13.5,,1970,53
목천고가교,경기도,평택시,180.0,9.8,5.0,40.0,RCT거더교,DB-24,,2008,15
무건교,경기도,파주시,60.0,6.0,5.0,12.0,RC슬래브교,DB-24,,2000,23
무궁화교,경기도,동두천시,45.0,9.9,3.0,15.0,라멘교,기타,,2010,13
무능교,경기도,안성시,86.0,13.0,4.0,21.0,프리플렉스거더교,DB-24,,2008,15
무덕천교,경기도,파주시,25.0,26.0,1.0,25.0,PSCI거더교,DB-24,0.0,2007,16
무명1교,경기도,고양시 일산서구,42.0,10.0,3.0,16.0,RC슬래브교,DB-24,0.0,1998,25
무명교,경기도,용인시 처인구,12.0,10.0,1.0,12.0,라멘교,DB-18,,1983,40
무송교,경기도,화성시,11.4,4.8,1.0,11.0,RC슬래브교,DB-13.5,0.0,1980,43
무지개고가교,경기도,부천시,250.0,17.7,5.0,60.0,강박스거더교,DB-24,0.0,2002,21
무촌교,경기도,여주시,48.0,7.0,4.0,12.0,RC슬래브교,DB-18,1993.0,1998,25
묵남교,경기도,양주시,25.0,20.0,2.0,12.5,라멘교,DB-24,,2005,18
묵현3교,경기도,남양주시,11.7,8.6,1.0,11.7,RCT거더교,DB-13.5,,1985,38
문발교,경기도,파주시,15.0,10.0,1.0,15.0,RC슬래브교,DB-18,12928.0,1986,37
문산1교,경기도,파주시,54.0,21.0,4.0,13.5,RC슬래브교,DB-24,,2000,23
문성교,경기도,양주시,16.0,6.0,2.0,8.0,라멘교,DB-24,,1990,33
문촌2교,경기도,용인시 처인구,13.0,6.0,1.0,13.0,라멘교,DB-18,,1997,26
문촌4교,경기도,용인시 처인구,13.0,5.5,1.0,13.0,RC슬래브교,DB-18,,1997,26
물왕교,경기도,시흥시,90.0,33.2,3.0,30.0,RC슬래브교,DB-24,,2005,18
미금교,경기도,성남시 분당구,117.0,25.0,5.0,30.0,기타,DB-24,,1993,30
미금교,경기도,성남시 분당구,117.0,25.0,5.0,30.0,PSC중공슬래브교,DB-24,,1993,30
미산2교,경기도,안성시,25.0,15.0,6.0,4.0,라멘교,DB-24,,2018,5
미산3교,경기도,안성시,24.0,11.0,4.0,6.0,라멘교,DB-24,,1992,31
미평2교,경기도,용인시 처인구,47.1,9.0,4.0,25.0,RC슬래브교,DB-24,,2003,20
미평교,경기도,용인시 처인구,36.0,10.0,4.0,9.0,프리플렉스거더교,DB-24,,2008,15
민락2교,경기도,의정부시,32.0,26.0,2.0,16.0,라멘교,DB-24,0.0,2000,23
박곡1교,경기도,용인시 처인구,12.5,7.1,1.0,12.5,RC슬래브교,DB-13.5,0.0,1980,43
박달1교,경기도,안양시 만안구,1127.0,17.0,37.0,48.0,강박스거더교,DB-24,,1997,26
박달2교,경기도,안양시 만안구,906.0,17.0,22.0,49.0,강박스거더교,DB-24,,1997,26
박달교,경기도,안양시 만안구,18.0,26.0,2.0,9.0,라멘교,DB-24,,2001,22
박석교,경기도,안양시 만안구,120.0,20.0,4.0,30.0,PSCI거더교,DB-24,,1989,34
박석교,경기도,용인시 처인구,16.9,8.0,1.0,16.9,라멘교,DB-24,,2001,22
반송교,경기도,화성시,102.0,9.0,7.0,18.0,RC슬래브교,DB-24,,1998,25
반월2교,경기도,안산시 상록구,52.0,9.0,3.0,17.4,RC슬래브교,DB-24,,1995,28
반월3교,경기도,안산시 상록구,165.0,6.0,4.0,41.3,프리플렉스거더교,DB-24,,2003,20
반월4교,경기도,안산시 상록구,46.0,5.0,2.0,23.0,프리플렉스거더교,DB-24,,2004,19
반월5교,경기도,화성시,66.0,16.0,5.0,13.5,RC슬래브교,DB-24,,2004,19
반월천1교,경기도,군포시,10.0,7.0,3.0,3.4,라멘교,DB-13.5,,1975,48
반월천2교,경기도,군포시,14.4,13.1,1.0,14.4,라멘교,DB-24,,2014,9
반월천3교,경기도,군포시,9.8,4.9,3.0,3.3,라멘교,DB-18,,1975,48
반월천4교,경기도,군포시,9.1,3.2,2.0,4.6,기타,DB-13.5,,1975,48
반월천5교,경기도,군포시,9.0,5.3,1.0,9.0,기타,DB-13.5,,1975,48
반정3교,경기도,용인시 처인구,17.7,8.1,2.0,17.7,라멘교,DB-24,,2003,20
반정5교,경기도,용인시 처인구,16.0,8.0,1.0,20.0,라멘교,DB-24,,2003,20
발운리교,경기도,양주시,52.0,12.0,4.0,13.0,RC슬래브교,DB-24,0.0,2001,22
밤바위교,경기도,양주시,20.0,10.0,1.0,20.0,기타,DB-24,,2005,18
방림교,경기도,평택시,23.0,9.5,2.0,11.5,강박스거더교,DB-18,,1980,43
방미교,경기도,파주시,41.0,9.0,3.0,14.0,RC슬래브교,DB-24,,1997,26
방산교,경기도,시흥시,28.0,40.0,2.0,14.0,RC슬래브교,DB-24,,1994,29
방산교,경기도,시흥시,45.0,21.0,1.0,45.0,기타,DB-24,,2015,8
방산대교,경기도,시흥시,300.0,20.0,6.0,55.0,RC슬래브교,DB-24,0.0,1996,27
방성교,경기도,양주시,39.0,10.0,2.0,19.5,기타,DB-24,,2012,11
방아교,경기도,성남시 분당구,128.0,31.0,5.0,32.0,기타,DB-24,,1993,30
방아교,경기도,성남시 분당구,128.0,31.0,5.0,32.0,PSC슬래브교,DB-24,,1993,30
방화2교,경기도,수원시 장안구,30.0,12.9,2.0,14.5,라멘교,DB-24,,2010,13
방화교,경기도,수원시 장안구,30.0,9.0,3.0,10.0,RC슬래브교,DB-18,,1980,43
배기2교,경기도,용인시 처인구,3.5,11.5,1.0,3.5,라멘교,DB-24,,1995,28
배기교,경기도,남양주시,17.0,6.0,2.0,9.0,라멘교,DB-24,0.0,1997,26
배다리교,경기도,화성시,17.0,9.5,1.0,17.0,라멘교,DB-24,1736.0,1992,31
배다리교,경기도,수원시 장안구,32.0,7.4,4.0,8.0,RC슬래브교,DB-18,,1991,32
배실1교,경기도,용인시 처인구,15.0,7.0,1.0,15.0,라멘교,DB-24,,2009,14
백년교,경기도,수원시 영통구,50.0,42.0,2.0,25.0,PSC슬래브교,DB-24,,1999,24
백동교,경기도,용인시 처인구,10.1,4.9,1.0,10.1,라멘교,미상,,2003,20
백마교,경기도,고양시 일산동구,280.0,28.0,8.0,35.0,PSC박스거더교,DB-24,43568.0,1992,31
백봉2교,경기도,용인시 처인구,18.0,7.0,1.0,9.0,RC슬래브교,DB-24,,1995,28
백봉교,경기도,평택시,45.0,8.0,3.0,15.0,강박스거더교,DB-24,,1993,30
백봉소교량,경기도,용인시 처인구,8.3,4.4,2.0,4.1,라멘교,미상,,1990,33
백봉소교량(3),경기도,용인시 처인구,8.0,4.0,1.0,8.0,RC슬래브교,미상,,1980,43
백석-무명1교,경기도,양주시,29.5,8.9,1.0,29.5,기타,DB-24,,2012,11
백석1교,경기도,의정부시,50.0,13.4,3.0,20.0,RC슬래브교,DB-24,,1998,25
백석1교,경기도,고양시 덕양구,25.0,11.5,2.0,13.0,RC슬래브교,DB-24,0.0,1999,24
백석2교,경기도,파주시,50.0,10.0,4.0,12.5,RC슬래브교,DB-24,,1995,28
백석2교,경기도,의정부시,50.0,13.4,3.0,16.8,RC슬래브교,DB-24,,1998,25
백석교,경기도,양주시,30.0,11.0,2.0,15.0,RC슬래브교,DB-24,,2000,23
백석교,경기도,의정부시,40.0,15.0,4.0,10.0,RC슬래브교,DB-24,,1987,36
백석새마을교,경기도,파주시,135.0,6.0,9.0,15.0,RC슬래브교,DB-18,,1999,24
백석신교,경기도,고양시 일산동구,20.0,41.5,2.0,10.0,라멘교,DB-24,0.0,1994,29
백설교,경기도,용인시 기흥구,47.0,30.0,3.0,16.1,라멘교,DB-24,,2005,18
백설교,경기도,수원시 장안구,28.0,28.0,2.0,14.0,RC슬래브교,DB-24,,1999,24
백암1리교,경기도,용인시 처인구,22.0,7.0,2.0,11.0,라멘교,미상,,1990,33
백암교,경기도,용인시 처인구,60.0,10.0,4.0,15.0,RC슬래브교,DB-24,6675.0,1994,29
백토교,경기도,화성시,12.0,7.0,1.0,17.0,RC슬래브교,DB-18,1691.0,1991,32
백학IC1교,경기도,화성시,40.0,7.9,1.0,40.0,강박스거더교,DB-24,10000.0,2017,6
백현1교,경기도,성남시 분당구,11.2,6.0,1.0,11.2,라멘교,DB-18,,2000,23
백현교,경기도,성남시 분당구,130.0,41.0,4.0,35.0,PSC중공슬래브교,DB-24,,1993,30
백현교,경기도,여주시,20.0,9.0,2.0,10.0,라멘교,DB-24,,1992,31
백현교,경기도,성남시 분당구,130.0,41.0,4.0,35.0,PSC중공슬래브교,DB-24,,1993,30
버드내교,경기도,수원시 권선구,32.0,8.0,3.0,11.0,RC슬래브교,DB-24,,1991,32
버들교,경기도,의정부시,9.8,4.0,1.0,9.8,RC슬래브교,DB-13.5,,1970,53
버들교,경기도,수원시 권선구,30.0,10.0,3.0,10.0,RC슬래브교,DB-18,,1990,33
버들치1교,경기도,수원시 영통구,28.5,9.2,1.0,28.5,RC박스거더교,DB-24,,2012,11
버들치2교,경기도,수원시 영통구,37.0,14.6,1.0,37.0,PSCI거더교,DB-24,,2012,11
버들치3교,경기도,수원시 영통구,31.0,14.6,1.0,31.0,기타,DB-24,,2012,11
번제교,경기도,평택시,48.0,26.0,4.0,12.0,RC슬래브교,DB-24,,1997,26
번천교,경기도,광주시,84.0,6.1,6.0,14.0,RC슬래브교,DB-24,5231.0,1998,25
벌말교,경기도,성남시 중원구,40.0,25.0,3.0,16.0,PSC슬래브교,DB-24,0.0,1993,30
벌말교,경기도,화성시,475.1,24.4,9.0,65.0,강박스거더교,DB-24,,2008,15
벌말교,경기도,성남시 분당구,40.0,25.0,3.0,16.0,PSC슬래브교,DB-24,,1993,30
벌말다리,경기도,수원시 영통구,14.0,18.0,1.0,14.0,기타,DB-24,,2012,11
벌터교,경기도,성남시 분당구,60.0,15.2,4.0,15.0,RC슬래브교,DB-24,0.0,1992,31
벌터교,경기도,성남시 분당구,60.0,15.2,4.0,15.0,RC슬래브교,DB-24,,1992,31
범례교,경기도,여주시,48.0,9.0,3.0,16.0,RC슬래브교,DB-24,,2007,16
범박1교,경기도,부천시,120.0,31.0,3.0,40.0,프리플렉스거더교,DB-24,,2008,15
범박2교,경기도,부천시,27.6,31.0,1.0,27.6,프리플렉스거더교,DB-24,,2008,15
법곳1교,경기도,고양시 일산서구,15.0,34.9,2.0,7.5,기타,DB-24,,2008,15
베르네교,경기도,부천시,20.0,12.5,2.0,10.0,라멘교,DB-24,,2006,17
벽산교,경기도,시흥시,30.0,10.0,4.0,8.0,RC슬래브교,DB-24,,1994,29
벽천교,경기도,안양시 만안구,29.0,15.0,2.0,15.0,RCT거더교,DB-24,,1987,36
별아산1교,경기도,고양시 덕양구,17.0,6.0,3.0,6.0,RC슬래브교,DB-24,,1990,33
별양교,경기도,과천시,30.0,25.0,2.0,15.0,RC슬래브교,DB-24,,1985,38
보동2교,경기도,안성시,110.0,8.0,8.0,15.0,RCT거더교,DB-24,,2002,21
보동교,경기도,안성시,90.0,4.0,6.0,15.0,RC슬래브교,DB-18,0.0,1992,31
보막교,경기도,양주시,20.0,6.0,2.0,10.0,라멘교,DB-24,,2001,22
보막하교,경기도,양주시,21.0,5.0,2.0,10.5,라멘교,DB-24,,2007,16
보정교,경기도,용인시 기흥구,83.1,19.2,8.0,11.0,RC슬래브교,DB-18,,1979,44
보차도3교,경기도,시흥시,28.0,20.0,1.0,28.0,프리플렉스거더교,DB-24,,1999,24
보체교,경기도,안성시,32.0,6.0,3.0,10.0,라멘교,DB-24,,1996,27
보촌1교,경기도,안성시,60.0,4.0,5.0,12.0,RC슬래브교,DB-18,0.0,1996,27
보촌2교,경기도,안성시,45.0,5.0,6.0,7.0,라멘교,DB-18,0.0,1984,39
복장교,경기도,포천시,70.0,10.0,5.0,15.0,RC슬래브교,DB-24,3805.0,2000,23
복정고가교,경기도,성남시 수정구,1075.0,28.3,26.0,42.0,PSC박스거더교,DB-24,,1993,30
복지교,경기도,양주시,25.3,11.0,1.0,25.3,PSCI거더교,DB-24,,2001,22
복창육교,경기도,평택시,28.0,12.5,1.0,28.0,프리플렉스거더교,DB-24,,2006,17
복평교(복평1교),경기도,안성시,24.0,8.0,2.0,12.0,RC슬래브교,DB-24,,2002,21
복하2교(상),경기도,이천시,225.0,10.0,9.0,25.0,PSCI거더교,DB-18,25181.0,1992,31
본죽교,경기도,이천시,30.2,11.5,2.0,15.1,라멘교,DB-24,1015.0,2004,19
봇들교,경기도,성남시 분당구,65.0,35.0,3.0,25.0,기타,DB-24,,2009,14
봉무2교,경기도,용인시 처인구,24.0,4.5,3.0,8.0,RCT거더교,미상,,1985,38
봉안교,경기도,남양주시,16.0,11.0,1.0,16.0,RC슬래브교,DB-24,,1996,27
봉안교,경기도,용인시 처인구,45.0,6.0,3.0,15.0,라멘교,DB-24,,1990,33
봉일천2교,경기도,파주시,215.0,12.0,5.0,43.0,PSC박스거더교,DB-24,,2008,15
봉천교,경기도,용인시 처인구,100.0,7.0,4.0,25.0,RC중공슬래브교,DB-24,,1992,31
부곡1 새마을교,경기도,양주시,20.0,5.0,2.0,10.0,라멘교,DB-24,,2002,21
부곡교,경기도,파주시,105.0,6.0,5.0,21.0,RC슬래브교,DB-24,,1999,24
부곡천1교,경기도,군포시,11.4,27.2,1.0,11.4,라멘교,DB-24,,2010,13
부곡천2교,경기도,군포시,11.2,5.0,1.0,11.2,라멘교,DB-24,,2010,13
부곡천3교,경기도,군포시,12.0,8.0,1.0,12.0,라멘교,DB-24,,2010,13
부곡천4교,경기도,군포시,11.9,4.9,1.0,11.9,라멘교,DB-18,,2011,12
부곡천교,경기도,군포시,15.6,26.0,1.0,15.6,라멘교,DB-24,,2014,9
부석교,경기도,의정부시,24.0,4.0,5.0,4.8,라멘교,DB-18,,1999,24
부용1교(무명교-18),경기도,의정부시,26.4,5.6,4.0,6.8,라멘교,기타,,1990,33
부용교,경기도,의정부시,70.0,35.0,4.0,18.0,RC슬래브교,DB-24,,1992,31
부치골교,경기도,성남시 분당구,11.5,8.0,2.0,6.0,라멘교,DB-24,0.0,1993,30
부평IC 교,경기도,남양주시,367.0,19.5,9.0,60.0,강박스거더교,DB-24,,1997,26
부평교,경기도,남양주시,24.0,11.0,2.0,12.0,RC슬래브교,DB-24,,1999,24
부평교,경기도,남양주시,90.0,11.0,4.0,24.5,PSCI거더교,DB-24,,1998,25
부평교,경기도,여주시,30.0,9.5,2.0,15.0,라멘교,DB-24,,2004,19
부평리 258-108,경기도,남양주시,30.0,7.8,3.0,10.0,RC슬래브교,DB-24,,1990,33
북로ICR-A교,경기도,고양시 덕양구,160.0,7.9,4.0,40.0,강박스거더교,DB-24,0.0,2008,15
북로ICR-B1교,경기도,고양시 덕양구,110.0,7.9,3.0,40.0,강박스거더교,DB-24,0.0,2008,15
북로ICR-B2교,경기도,고양시 덕양구,517.0,7.9,12.0,45.0,강박스거더교,DB-24,0.0,2008,15
북로ICR-C교,경기도,고양시 덕양구,140.0,7.9,3.0,50.0,강박스거더교,DB-24,0.0,2008,15
분당교,경기도,성남시 분당구,28.0,8.0,2.0,14.0,기타,DB-24,,2001,22
분당교,경기도,성남시 분당구,28.0,8.0,2.0,14.0,RC슬래브교,DB-24,0.0,2001,22
분당천BOX교,경기도,성남시 분당구,30.0,118.0,3.0,10.0,RC박스거더교,DB-24,0.0,1991,32
분당천box교,경기도,성남시 분당구,30.0,101.0,3.0,10.2,기타,DB-24,,1993,30
불당교,경기도,안성시,25.0,9.0,1.0,25.0,프리플렉스거더교,DB-24,,2007,16
불정교,경기도,성남시 분당구,110.0,36.0,5.0,28.0,PSC중공슬래브교,DB-24,,1994,29
불정교,경기도,성남시 분당구,110.0,36.0,5.0,36.0,PSC중공슬래브교,DB-24,,1994,29
비룡교,경기도,파주시,24.6,9.1,2.0,12.3,강I거더교,DB-13.5,,1967,56
비봉교,경기도,화성시,22.8,50.0,1.0,22.8,기타,DB-24,40000.0,2017,6
비산고가교,경기도,안양시 만안구,205.0,18.5,6.0,52.0,강박스거더교,DB-24,,1994,29
비산대교,경기도,안양시 동안구,98.0,26.0,3.0,44.0,프리플렉스거더교,DB-24,,2005,18
비산인도교,경기도,안양시 동안구,65.0,5.0,5.0,15.0,RC슬래브교,기타,,1993,30
비호교,경기도,안양시 동안구,20.5,15.0,1.0,20.5,라멘교,DB-24,,1986,37
사갑교,경기도,안성시,50.0,10.0,4.0,13.0,라멘교,DB-24,,1998,25
사기막다리교,경기도,수원시 장안구,19.1,12.0,1.0,19.0,RC슬래브교,DB-24,,2001,22
사들교,경기도,광명시,24.0,5.0,3.0,10.0,RC슬래브교,DB-18,,1987,36
사리2교,경기도,평택시,21.4,12.0,2.0,11.0,RC슬래브교,DB-24,,2004,19
사리고가교,경기도,평택시,275.0,11.0,11.0,30.0,RC슬래브교,DB-24,,2002,21
사리교,경기도,평택시,148.5,8.5,9.0,16.5,RC슬래브교,DB-18,,1991,32
사리현2교,경기도,고양시 덕양구,192.0,5.0,12.0,16.0,RC슬래브교,DB-24,,1979,44
사리현교,경기도,고양시 일산동구,14.4,15.0,3.0,4.8,라멘교,DB-24,,1996,27
사송교,경기도,성남시 분당구,130.0,31.0,5.0,32.0,기타,DB-24,,1993,30
사송교,경기도,성남시 분당구,130.0,31.0,5.0,32.0,PSC슬래브교,DB-24,,1993,30
사송교,경기도,성남시 수정구,40.0,28.7,1.0,40.0,PSCI거더교,DB-24,,2009,14
사우1교,경기도,김포시,17.0,4.2,2.0,9.0,RC슬래브교,DB-18,,1968,55
사우2교,경기도,김포시,21.4,3.1,6.0,4.0,RC슬래브교,DB-18,0.0,1968,55
사우교,경기도,김포시,50.0,12.0,4.0,13.0,RC슬래브교,DB-24,0.0,1999,24
사직1교,경기도,포천시,14.0,10.8,2.0,7.0,라멘교,미상,0.0,1968,55
사창3교,경기도,화성시,18.0,7.0,2.0,9.0,RC슬래브교,DB-18,4316.0,1989,34
사천교,경기도,시흥시,30.5,10.5,3.0,13.0,RC슬래브교,DB-13.5,,1994,29
사패교,경기도,의정부시,30.0,32.8,1.0,30.0,PSCI거더교,DB-24,,1998,25
사포교,경기도,고양시 일산서구,78.0,10.0,6.0,13.0,RC슬래브교,DB-24,0.0,1994,29
사후교,경기도,평택시,30.0,5.0,2.0,15.0,라멘교,DB-18,,2003,20
