교량명,시군구명,최종안전점검결과,준공후경과년수,시설물종별등급구분,교량시작점위도,교량시작점경도
목감3교(목포0),시흥시,B,28,3,37.387374,126.868468
목감3교(목포1),시흥시,B,8,기타,37.387374,126.868468
목감3교(서울0),시흥시,B,28,3,37.387374,126.868468
목감3교(서울1),시흥시,A,8,기타,37.387374,126.868468
목감2교(목포0),시흥시,B,28,기타,37.387374,126.868468
목감2교(목포1),시흥시,B,8,기타,37.387374,126.868468
목감2교(서울),시흥시,B,28,기타,37.387374,126.868468
목감IC교(목포0),시흥시,B,28,3,37.396082,126.871368
목감IC교(목포1),시흥시,B,8,기타,37.396082,126.871368
목감IC교(서울0),시흥시,B,28,3,37.396082,126.871368
목감IC교(서울1),시흥시,B,8,기타,37.396082,126.871368
목감1교(목포0),시흥시,B,28,1,37.396082,126.871368
목감1교(목포1),시흥시,B,22,1,37.396082,126.871368
목감1교(서울0),시흥시,C,28,1,37.396082,126.871368
목감1교(서울1),시흥시,B,22,1,37.396082,126.871368
목감1교(목포2),시흥시,B,8,1,37.396082,126.871368
목감1교(서울2),시흥시,B,8,1,37.396082,126.871368
박달2교(목포0),안양시 만안구,B,28,1,37.407933,126.88693
박달2교(목포1),안양시 만안구,B,22,1,37.407933,126.88693
박달2교(목포2),안양시 만안구,B,8,1,37.407933,126.88693
박달2교(서울0),안양시 만안구,C,28,1,37.407933,126.88693
박달2교(서울1),안양시 만안구,B,22,1,37.407933,126.88693
박달2교(서울2),안양시 만안구,B,8,1,37.407933,126.88693
박달교,안양시 만안구,B,22,3,37.403253,126.877322
광명역IC교,안양시 만안구,B,22,2,37.407933,126.88693
박달1교(목포0),안양시 만안구,B,28,3,37.415963,126.891979
박달1교(목포1),안양시 만안구,B,22,3,37.415963,126.891979
박달1교(목포2),안양시 만안구,B,8,기타,37.415963,126.891979
박달1교(서울0),안양시 만안구,B,28,3,37.415963,126.891979
박달1교(서울1),안양시 만안구,B,22,3,37.415963,126.891979
박달1교(서울2),안양시 만안구,B,8,기타,37.415963,126.891979
석수교(목포0),안양시 만안구,B,28,3,37.415963,126.891979
석수교(서울0),안양시 만안구,B,28,3,37.415963,126.891979
석수교(목포1),안양시 만안구,A,7,기타,37.415963,126.891979
석수교(서울1),안양시 만안구,B,8,기타,37.415963,126.891979
소하교(목포),광명시,B,25,1,37.433292,126.89791
소하교(서울),광명시,B,25,1,37.433292,126.89791
신천4교(성남),시흥시,B,29,3,37.431366,126.774328
신천4교(인천),시흥시,B,29,3,37.431366,126.774328
신천3교(성남),시흥시,B,29,3,37.431366,126.774328
신천3교(인천),시흥시,B,29,3,37.431366,126.774328
신천2교(성남),시흥시,B,29,1,37.431366,126.774328
신천2교(인천),시흥시,B,29,1,37.431366,126.774328
신천IC교(성남),시흥시,B,29,3,37.429937,126.785478
신천IC교(인천),시흥시,B,29,3,37.429937,126.785478
신천1교(성남),시흥시,B,29,기타,37.429937,126.785478
신천1교(인천),시흥시,B,29,기타,37.429937,126.785478
은행3교(성남),시흥시,B,29,기타,37.428611,126.796623
은행3교(인천),시흥시,B,29,기타,37.428611,126.796623
은행2교(성남),시흥시,B,29,3,37.428611,126.796623
은행2교(인천),시흥시,B,29,3,37.428611,126.796623
은행1교(성남),시흥시,B,29,3,37.431936,126.806944
은행1교(인천),시흥시,B,29,3,37.431936,126.806944
안현교(성남),시흥시,B,29,2,37.431936,126.806944
안현교(인천),시흥시,B,29,2,37.431936,126.806944
과림2교(성남),시흥시,B,29,기타,37.440083,126.826665
과림2교(인천),시흥시,B,29,기타,37.440083,126.826665
과림1교(성남),시흥시,B,29,2,37.440301,126.837967
과림1교(인천),시흥시,B,29,2,37.440301,126.837967
목감천교(성남),광명시,B,29,3,37.440301,126.837967
목감천교(인천),광명시,B,29,3,37.440301,126.837967
운산교(성남),광명시,B,29,2,37.43988,126.849233
운산교(인천),광명시,B,29,2,37.43988,126.849233
광명IC교(성남),광명시,B,29,3,37.43988,126.849233
광명IC교(인천),광명시,B,29,3,37.43988,126.849233
소하2교(성남),광명시,B,28,3,37.428238,126.879712
소하2교(인천),광명시,B,28,3,37.428238,126.879712
소하1교(성남),광명시,B,27,2,37.428238,126.879712
소하1교(인천),광명시,B,27,2,37.428238,126.879712
일직JCTBOX4교,광명시,B,28,기타,37.424591,126.890005
일직JCTBOX5교,광명시,B,28,기타,37.424591,126.890005
일직JCTBOX9교,광명시,B,28,기타,37.424591,126.890005
일직JCTBOX3교,광명시,B,28,기타,37.424591,126.890005
일직JCTBOX6교,광명시,B,28,기타,37.424591,126.890005
일직JCT5교,광명시,B,28,3,37.424591,126.890005
일직JCT1교(성남),광명시,B,28,2,37.424591,126.890005
일직JCT1교(인천),광명시,B,28,2,37.424591,126.890005
일직JCT2교,광명시,B,28,2,37.424591,126.890005
일직JCT3교,광명시,B,27,2,37.424591,126.890005
일직JCT4교,광명시,B,28,2,37.424591,126.890005
일직JCTBOX2교,광명시,B,28,기타,37.42365,126.901194
일직JCTBOX7교,광명시,B,28,기타,37.42365,126.901194
일직JCTBOX8교,광명시,B,28,기타,37.42365,126.901194
일직JCTBOX1교,광명시,B,28,기타,37.42365,126.901194
안양천지교(0),안양시 만안구,B,28,2,37.42365,126.901194
안양천지교(1),안양시 만안구,B,8,2,37.42365,126.901194
안양천교(성남0),안양시 만안구,B,28,2,37.42365,126.901194
안양천교(성남1),안양시 만안구,A,8,기타,37.42365,126.901194
안양천교(인천),안양시 만안구,B,28,2,37.42365,126.901194
석수IC직결램프교,안양시 만안구,B,25,1,37.42365,126.901194
석수IC1교,안양시 만안구,B,28,1,37.42365,126.901194
석수IC교(성남),안양시 만안구,B,27,1,37.42365,126.901194
석수IC교(인천),안양시 만안구,B,27,1,37.42365,126.901194
월곶1교(강릉),시흥시,C,29,1,37.387586,126.752939
월곶1교(인천),시흥시,B,29,1,37.387586,126.752939
월곶IC교(강릉),시흥시,B,29,3,37.387586,126.752939
월곶IC교(인천),시흥시,B,29,3,37.387586,126.752939
월곶2교,시흥시,B,29,기타,37.387586,126.752939
월곶3교(강릉),시흥시,B,29,1,37.382693,126.762417
월곶3교(인천),시흥시,B,29,1,37.382693,126.762417
월곶4교(강릉),시흥시,B,29,2,37.374878,126.767212
월곶4교(인천),시흥시,B,29,2,37.374878,126.767212
거모1교(강릉),시흥시,B,29,2,37.365882,126.766994
거모1교(인천),시흥시,B,29,2,37.365882,126.766994
거모2교(강릉),시흥시,B,29,기타,37.365882,126.766994
거모2교(인천),시흥시,B,29,기타,37.365882,126.766994
거모3교(강릉),시흥시,B,29,2,37.359798,126.774584
거모3교(인천),시흥시,B,29,2,37.359798,126.774584
거모4교(강릉),시흥시,B,29,2,37.359798,126.774584
거모4교(인천),시흥시,B,29,2,37.359798,126.774584
군자교(강릉),시흥시,B,29,1,37.356196,126.784927
군자교(인천),시흥시,B,29,1,37.356196,126.784927
서안산IC5교(0),안산시 단원구,B,29,3,37.353105,126.795527
서안산IC5교(1),안산시 단원구,B,17,3,37.353105,126.795527
서안산IC3교,안산시 단원구,B,29,3,37.353105,126.795527
서안산IC1교(강릉),안산시 단원구,B,29,1,37.350633,126.806357
서안산IC1교(인천),안산시 단원구,B,29,1,37.350633,126.806357
서안산IC6교,시흥시,A,17,기타,37.350633,126.806357
서안산IC2교(강릉),안산시 단원구,B,29,기타,37.350633,126.806357
서안산IC2교(인천),안산시 단원구,B,29,기타,37.350633,126.806357
서안산IC4교,안산시 단원구,B,29,기타,37.350633,126.806357
서안산IC2교(강릉1),안산시 단원구,A,5,기타,37.350633,126.806357
선부1교(강릉),안산시 단원구,B,29,기타,37.350287,126.817632
선부1교(인천),안산시 단원구,B,29,기타,37.350287,126.817632
선부2교(강릉),안산시 단원구,B,29,3,37.350287,126.817632
선부2교(인천),안산시 단원구,B,29,3,37.350287,126.817632
화정1교(강릉),안산시 단원구,B,29,1,37.350287,126.817632
화정1교(인천),안산시 단원구,B,29,1,37.350287,126.817632
화정2교(강릉),안산시 단원구,B,29,2,37.34788,126.828397
화정2교(인천),안산시 단원구,B,29,2,37.34788,126.828397
안산IC육교,안산시 상록구,B,22,2,37.348288,126.839379
안산1교(0),안산시 상록구,B,22,3,37.348288,126.839379
안산1교(1),안산시 상록구,B,17,3,37.348288,126.839379
양상교(강릉0),안산시 상록구,B,29,2,37.347454,126.850294
양상교(강릉1),안산시 상록구,B,22,2,37.347454,126.850294
양상교(인천0),안산시 상록구,B,29,2,37.347454,126.850294
양상교(인천1),안산시 상록구,B,22,2,37.347454,126.850294
양상교(인천2),안산시 상록구,B,17,2,37.347454,126.850294
안산천3교(강릉0),안산시 상록구,B,29,1,37.344059,126.860746
안산천3교(강릉1),안산시 상록구,B,27,1,37.344059,126.860746
안산천3교(인천0),안산시 상록구,B,29,1,37.344059,126.860746
안산천3교(인천1),안산시 상록구,B,27,1,37.344059,126.860746
안산천2교(0),안산시 상록구,B,29,3,37.344059,126.860746
안산천2교(1),안산시 상록구,A,8,기타,37.344059,126.860746
안산천4교(0),안산시 상록구,B,22,3,37.344059,126.860746
안산천4교(1),안산시 상록구,A,8,기타,37.344059,126.860746
안산JCT1교(강릉0),안산시 상록구,B,29,1,37.344059,126.860746
안산JCT1교(강릉1),안산시 상록구,B,22,1,37.344059,126.860746
안산JCT1교(인천0),안산시 상록구,B,29,1,37.344059,126.860746
안산JCT1교(인천1),안산시 상록구,B,22,1,37.344059,126.860746
안산JCT5교(0),안산시 상록구,B,29,1,37.344059,126.860746
안산JCT5교(1),안산시 상록구,B,8,1,37.344059,126.860746
안산JCT2교(강릉0),안산시 상록구,B,29,3,37.344059,126.860746
안산JCT2교(강릉1),안산시 상록구,B,22,3,37.344059,126.860746
안산JCT2교(인천0),안산시 상록구,B,29,3,37.344059,126.860746
안산JCT2교(인천1),안산시 상록구,B,22,3,37.344059,126.860746
안산JCT3교(강릉0),안산시 상록구,B,29,2,37.341295,126.871414
안산JCT3교(강릉1),안산시 상록구,B,22,2,37.341295,126.871414
안산JCT3교(강릉2),안산시 상록구,B,8,2,37.341295,126.871414
안산JCT3교(인천0),안산시 상록구,B,29,2,37.341295,126.871414
안산JCT3교(인천1),안산시 상록구,B,22,2,37.341295,126.871414
안산JCT3교(인천2),안산시 상록구,B,8,2,37.341295,126.871414
개매교(강릉0),군포시,B,32,3,37.32832,126.887025
개매교(강릉1),군포시,B,22,3,37.32832,126.887025
개매교(인천0),군포시,B,32,3,37.32832,126.887025
개매교(인천1),군포시,B,22,3,37.32832,126.887025
반월교(강릉0),군포시,B,32,3,37.322957,126.895948
반월교(강릉1),군포시,B,22,3,37.322957,126.895948
반월교(인천0),군포시,B,32,3,37.322957,126.895948
반월교(인천1),군포시,B,22,3,37.322957,126.895948
둔대교(강릉),군포시,B,22,3,37.322957,126.895948
둔대교(인천),군포시,B,22,3,37.322957,126.895948
삼천교(강릉0),군포시,B,32,3,37.322957,126.895948
삼천교(강릉1),군포시,B,22,3,37.322957,126.895948
삼천교(인천0),군포시,B,32,3,37.322957,126.895948
삼천교(인천1),군포시,B,22,3,37.322957,126.895948
둔대철육교(강릉0),군포시,B,32,3,37.324399,126.918094
둔대철육교(강릉1),군포시,B,22,3,37.324399,126.918094
둔대철육교(인천0),군포시,B,32,3,37.324399,126.918094
둔대철육교(인천1),군포시,B,22,3,37.324399,126.918094
군포IC3교,군포시,B,22,2,37.324399,126.918094
군포IC2교(강릉),군포시,B,22,기타,37.324399,126.918094
군포IC2교(인천),군포시,B,22,기타,37.324399,126.918094
대야미육교(강릉0),군포시,B,32,1,37.324399,126.918094
대야미육교(강릉1),군포시,B,22,1,37.324399,126.918094
대야미육교(인천0),군포시,B,32,1,37.324399,126.918094
대야미육교(인천1),군포시,B,22,1,37.324399,126.918094
군포IC1교(강릉),군포시,B,22,기타,37.324399,126.918094
군포IC1교(인천),군포시,B,22,기타,37.324399,126.918094
반월육교,군포시,B,32,2,37.324399,126.918094
군포1육교(강릉),군포시,B,22,기타,37.328685,126.939464
군포1육교(인천),군포시,B,22,기타,37.328685,126.939464
군포1육교(인천1),군포시,A,10,기타,37.328685,126.939464
동군포IC2교,군포시,B,10,1,37.328685,126.939464
군포육교(강릉0),군포시,B,32,3,37.328685,126.939464
군포육교(강릉1),군포시,B,22,3,37.328685,126.939464
군포육교(인천0),군포시,B,32,3,37.328685,126.939464
군포육교(인천1),군포시,B,22,3,37.328685,126.939464
동군포IC1교,군포시,B,10,기타,37.328685,126.939464
군포2육교,군포시,B,22,3,37.328685,126.939464
동군포IC3교,군포시,A,10,기타,37.328685,126.939464
부곡철육교(강릉0),군포시,C,32,1,37.327673,126.950656
부곡철육교(강릉1),군포시,C,22,1,37.327673,126.950656
부곡철육교(인천0),군포시,C,32,1,37.327673,126.950656
부곡철육교(인천1),군포시,B,22,1,37.327673,126.950656
대우교(0),의왕시,B,32,기타,37.327673,126.950656
대우교(강릉1),의왕시,B,22,기타,37.327673,126.950656
대우교(인천1),의왕시,B,22,기타,37.327673,126.950656
삼삼육교(강릉0),의왕시,B,32,3,37.323765,126.960764
삼삼육교(강릉1),의왕시,B,22,3,37.323765,126.960764
삼삼육교(인천0),의왕시,B,32,3,37.323765,126.960764
삼삼육교(인천1),의왕시,B,22,3,37.323765,126.960764
부곡IC1교(진입),의왕시,B,22,3,37.323765,126.960764
부곡IC1교(진출),의왕시,B,22,3,37.323765,126.960764
부곡IC교(강릉),의왕시,B,32,3,37.323765,126.960764
부곡IC교(인천0),의왕시,B,32,3,37.323765,126.960764
부곡IC교(인천1),의왕시,B,22,3,37.323765,126.960764
이목교(강릉0),수원시 장안구,B,32,3,37.320366,126.982133
이목교(강릉1),수원시 장안구,B,22,3,37.320366,126.982133
이목교(인천0),수원시 장안구,B,32,3,37.320366,126.982133
이목교(인천1),수원시 장안구,B,22,3,37.320366,126.982133
파정육교(강릉),수원시 장안구,C,32,1,37.317794,126.992828
파정육교(인천0),수원시 장안구,C,32,1,37.317794,126.992828
파정육교(인천1),수원시 장안구,C,22,1,37.317794,126.992828
북수원IC2교,의왕시,B,22,2,37.317794,126.992828
북수원IC1교(진입),수원시 장안구,B,22,3,37.317794,126.992828
북수원IC1교(진출),수원시 장안구,B,22,3,37.317794,126.992828
북수원IC교(강릉0),수원시 장안구,B,32,3,37.317794,126.992828
북수원IC교(강릉1),수원시 장안구,B,22,3,37.317794,126.992828
북수원IC교(인천0),수원시 장안구,B,32,3,37.317794,126.992828
북수원IC교(인천1),수원시 장안구,B,22,3,37.317794,126.992828
파장육교,수원시 장안구,B,22,3,37.313145,127.002491
파장교(강릉0),수원시 장안구,B,32,3,37.313145,127.002491
파장교(강릉1),수원시 장안구,B,22,3,37.313145,127.002491
파장교(인천0),수원시 장안구,B,32,3,37.313145,127.002491
파장교(인천1),수원시 장안구,B,22,3,37.313145,127.002491
파장교(인천2),수원시 장안구,B,17,3,37.313145,127.002491
