교량명,시군구명,최종안전점검결과,준공후경과년수,시설물종별등급구분,교량시작점위도,교량시작점경도
군월교(하),광주시,B,27,3,37.460423,127.242186
금사교,여주시,B,30,3,37.379018,127.521756
금사교,여주시,B,29,3,37.41256,127.521986
금의1교,화성시,B,15,3,37.117382,126.823213
남산교,용인시 처인구,C,29,3,37.143524,127.145651
내룡교,여주시,B,49,3,37.375718,127.670808
너루교,양평군,A,11,기타,37.509685,127.69178
노곡가도교,안성시,B,18,3,37.106459,127.246104
노진대교,화성시,B,17,2,37.025614,126.818156
누산1교,김포시,B,22,3,37.666715,126.639985
누산2교,김포시,B,22,3,37.666327,126.638475
누산배수문교,김포시,B,31,3,37.682153,126.658288
누산육교,김포시,B,22,3,37.668107,126.647503
늑동IC교,안성시,B,10,기타,36.977601,127.252706
늑현교,광주시,B,23,2,37.364895,127.314949
능평교,광주시,B,21,2,37.345503,127.184741
능평램프C교,광주시,B,16,2,37.346243,127.183753
능평램프D교,광주시,B,16,2,37.345744,127.18312
단석교,양평군,B,29,3,37.405034,127.749051
당하교,용인시 처인구,B,27,기타,37.139964,127.154062
대농교,안성시,B,18,3,37.06497,127.260136
대덕가도교,안성시,B,10,1,37.012003,127.239511
대석교,양평군,B,35,3,37.424359,127.476597
대하품교,여주시,B,28,3,37.406184,127.444568
덕우교,화성시,B,27,기타,37.165174,126.923887
도수1교,광주시,B,29,3,37.471948,127.31307
도수2교,광주시,B,29,3,37.465123,127.323838
도수3교,광주시,B,23,3,37.46425,127.323645
독성교,용인시 처인구,B,31,기타,37.161769,127.315094
독성교,용인시 처인구,B,29,기타,37.159636,127.322212
독정가도교,안성시,B,10,기타,36.926477,127.237703
동문교,광주시,B,27,기타,37.474149,127.193707
동촌교,안성시,B,10,기타,36.946615,127.243489
두창교,용인시 처인구,B,13,기타,37.153817,127.339882
만정1육교,안성시,B,15,2,37.015664,127.172434
말미교,양평군,B,11,기타,37.472745,127.629784
망미과선교,양평군,B,12,2,37.458514,127.657764
망미교,양평군,B,32,기타,37.463771,127.651916
명당교,안성시,B,36,2,37.050421,127.202553
모가육교,이천시,B,37,3,37.193185,127.442256
모산가도교,안성시,B,18,3,37.026834,127.236074
목신교,용인시 처인구,B,43,기타,37.121875,127.308766
무왕교,양평군,B,30,3,37.451797,127.67018
문장교,여주시,B,28,기타,37.364067,127.516626
미나리교,이천시,B,13,기타,37.303515,127.405534
배태교,안성시,B,31,기타,37.081914,127.356143
백석교,여주시,B,20,기타,37.332203,127.595871
백자교,여주시,B,29,3,37.417166,127.45649
병목교,용인시 처인구,A,14,기타,37.161846,127.253152
병산교,양평군,B,36,3,37.49334,127.461447
보동가도교,안성시,B,18,3,37.045383,127.240683
보체교,안성시,B,10,기타,36.973821,127.252054
봉지교,안성시,B,31,기타,37.095937,127.288064
비봉1교,화성시,B,22,3,37.239378,126.876942
비봉2교,화성시,B,22,3,37.235702,126.861563
사곡교,여주시,B,31,기타,37.202726,127.682934
사창2교,화성시,C,25,3,37.088702,126.971539
산성교,광주시,B,43,기타,37.475732,127.190787
산평교,안성시,B,21,3,36.914841,127.261212
삼가1교,양평군,B,34,3,37.517913,127.669081
삼가2교,양평군,B,32,3,37.51234,127.688162
삼가3교,양평군,B,30,3,37.510507,127.689219
삼산교,양평군,B,30,기타,37.385845,127.767477
상교교,여주시,B,27,3,37.392185,127.660399
상동교,용인시 처인구,B,9,기타,37.173362,127.180824
상백교,여주시,B,25,2,37.364112,127.544846
상수직교,화성시,B,36,3,37.123051,126.997859
서근육교,화성시,B,15,3,37.1284,126.847916
서리1교,용인시 처인구,B,11,기타,37.197837,127.181984
서리2교,용인시 처인구,B,11,기타,37.192488,127.180782
서리3교,용인시 처인구,B,11,기타,37.192746,127.180608
서리4교,용인시 처인구,B,11,기타,37.192737,127.181244
서원교,여주시,B,35,3,37.396165,127.690794
석모교,김포시,B,9,기타,37.669287,126.653607
석운교,광주시,B,36,3,37.455499,127.22686
선달교,용인시 처인구,B,13,3,37.1461,127.392955
성동교,김포시,B,53,기타,37.739874,126.529321
성은교,용인시 처인구,C,19,3,37.102793,127.139805
세월교,양평군,B,24,3,37.442235,127.490026
세종교,여주시,B,53,기타,37.307544,127.615006
소고교,이천시,A,9,기타,37.200936,127.459387
소내교,안성시,B,30,기타,37.040378,127.215934
송말교,이천시,B,29,3,37.342069,127.489409
송산교,안성시,B,10,기타,36.938432,127.241738
송석교,양평군,B,26,3,37.401246,127.734809
수역1교,용인시 처인구,B,19,기타,37.107584,127.183264
수직교,평택시,B,29,2,37.123124,126.998144
숙곡교(상),화성시,B,20,3,37.247925,126.900189
숙곡교(하),화성시,B,29,3,37.248083,126.900578
신갈교,이천시,B,34,3,37.206849,127.450447
신기가도교,안성시,B,10,기타,36.993759,127.242234
신기교,안성시,B,10,기타,36.996122,127.239799
신남교,여주시,B,23,기타,37.321955,127.677321
신왕교,화성시,B,26,3,37.080918,126.948881
신월2교,광주시,B,23,3,37.428965,127.300933
신촌교,안성시,B,48,기타,36.945602,127.258432
심석교,여주시,B,29,기타,37.197798,127.588865
쌍송교,화성시,B,24,3,37.19012,126.796803
쌍지교,안성시,B,31,3,37.098144,127.289846
아곡교,용인시 처인구,C,33,3,37.139971,127.171751
아리실교,용인시 처인구,B,19,기타,37.107382,127.173142
아양교(상),안성시,B,10,2,37.006476,127.239955
아양교(하),안성시,B,10,2,37.006476,127.239955
양근대교,양평군,B,26,1,37.4899,127.478793
양노교,화성시,C,22,3,37.227189,126.858508
양변가도교,안성시,B,10,기타,36.952531,127.245703
어장교,용인시 처인구,A,19,3,37.10907,127.204101
역말교,양평군,B,11,기타,37.482267,127.628875
연양2교,양평군,B,19,기타,37.456327,127.49008
열미교,광주시,C,30,3,37.352121,127.365811
영동교,양평군,B,31,3,37.478634,127.388526
영사교,김포시,C,30,2,37.607736,126.78459
예계교,광주시,B,20,3,37.34897,127.34719
오향교,광주시,B,32,기타,37.362925,127.376833
옥산교(상),안성시,B,10,2,37.002324,127.239267
옥산교(하),안성시,B,10,2,37.002324,127.239267
옥천교,이천시,B,24,3,37.160535,127.480505
외사교,여주시,B,31,기타,37.352675,127.499015
용수교,화성시,C,35,2,37.168937,126.993405
운심교,양평군,B,33,3,37.486082,127.392759
원평육교,화성시,B,19,3,37.243954,126.923449
월곡교,용인시 처인구,B,43,기타,37.142635,127.186488
월산교,이천시,B,13,3,37.145271,127.495335
월파교,양평군,B,11,기타,37.493073,127.636589
월향교,안성시,B,56,기타,37.08792,127.27455
유정교,광주시,B,22,3,37.287689,127.316964
유정소교,광주시,B,22,기타,37.289958,127.310493
율극교,여주시,B,29,2,37.333887,127.573802
율암교,화성시,B,29,기타,37.175128,126.871369
음달안교,용인시 처인구,B,22,3,37.26323,127.257064
이포대교,여주시,C,32,1,37.400764,127.536751
일신2교,양평군,C,33,기타,37.416991,127.685395
일신교,양평군,B,29,기타,37.43555,127.68174
장안2교,화성시,B,23,기타,37.042893,126.851113
장촌교,용인시 처인구,B,14,3,37.161951,127.252452
장풍2교,여주시,B,30,3,37.378702,127.61276
장풍교,여주시,B,32,기타,37.376862,127.606406
전대1교,용인시 처인구,B,16,기타,37.285152,127.207924
전대2교,용인시 처인구,C,27,3,37.287201,127.217054
전대2교,용인시 처인구,B,16,기타,37.285462,127.208936
전북교,여주시,A,9,기타,37.437407,127.504022
전수1교,양평군,B,31,기타,37.504582,127.430263
전수교,양평군,B,31,3,37.497909,127.413429
정남2교,화성시,B,25,3,37.169168,126.987322
제2보개교,안성시,B,16,3,37.012052,127.298179
주암교,여주시,B,28,3,37.395898,127.681672
중룡교,여주시,B,35,3,37.362109,127.669352
지월교,광주시,B,23,2,37.429525,127.288946
진위육교,평택시,B,9,2,37.120421,127.105736
진촌교,안성시,B,29,3,36.969801,127.204154
청룡교,용인시 처인구,B,16,기타,37.137736,127.307298
초지교,이천시,B,28,3,37.217378,127.494863
추곡교,광주시,B,22,3,37.277871,127.294951
탑전교,여주시,B,26,3,37.318752,127.75736
토현1가도교,안성시,B,18,3,37.056284,127.256526
하품교,여주시,B,29,기타,37.411754,127.451559
하호교,여주시,B,27,3,37.410662,127.505581
한산교,평택시,B,21,3,37.04449,126.960937
해룡7교,이천시,B,20,기타,37.240329,127.496757
향소교,양평군,B,35,3,37.554861,127.668162
현수교,안성시,B,16,2,37.001127,127.283102
효종교,여주시,B,15,3,37.307571,127.615039
후리교,여주시,B,20,3,37.403122,127.446693
희망교,여주시,B,34,3,37.422485,127.471719
동화천1교,화성시,B,19,1,37.246159,126.910829
동화천2교,화성시,B,19,1,37.243576,126.932445
비봉고가교,화성시,B,18,1,37.241635,126.886537
어천육교,화성시,B,18,2,37.248878,126.905587
여촌교,양평군,B,11,기타,37.47724,127.625778
창뜰육교,광주시,B,21,기타,37.349943,127.171677
한천교,안성시,B,18,2,37.075867,127.26047
구름2교,화성시,B,9,기타,37.189257,126.671538
동연교(고덕),평택시,B,27,2,37.052194,126.994018
삼가교,양평군,B,32,2,37.517019,127.661433
원덕1교,양평군,A,8,2,37.465737,127.544126
전호교,김포시,C,11,1,37.597353,126.797399
송정2교(상),이천시,B,27,2,37.305045,127.424567
반월교,화성시,B,7,2,37.273804,126.865613
무송2교,화성시,B,7,2,37.188044,126.853478
야목1교,화성시,A,7,기타,37.271036,126.869727
야목2교,화성시,B,7,기타,37.26804,126.874039
현천교,화성시,A,7,기타,37.256525,126.892624
어천교,화성시,B,7,기타,37.249561,126.904492
고잔교,평택시,B,7,기타,37.064228,126.890324
동연교(청북),평택시,B,7,2,37.053018,126.997501
봉남교(오산),평택시,B,6,2,37.094949,127.089775
봉남교(용인),평택시,B,6,2,37.096823,127.089501
을미의병교,양평군,B,23,2,37.418267,127.752122
진목교,용인시 처인구,B,6,2,37.1062,127.134122
두현교,안성시,B,42,3,37.071281,127.414064
묘봉교,용인시 처인구,B,33,3,37.123585,127.212442
세심2교,여주시,B,15,3,37.434997,127.499601
송전1교,용인시 처인구,B,33,3,37.135882,127.200351
마래교,여주시,B,24,3,37.269931,127.556598
매류교,여주시,B,30,3,37.277682,127.563184
백암교,용인시 처인구,B,43,3,37.166045,127.373404
영암교,양평군,B,25,3,37.6018,127.372818
오산교,여주시,B,23,3,37.233027,127.556041
원곡교,안성시,B,25,3,37.03763,127.124441
동막교,용인시 처인구,B,7,기타,37.136941,127.128016
통삼2교,용인시 처인구,B,7,기타,37.136941,127.128016
소창교,김포시,B,8,기타,37.72696,126.599503
정단교,여주시,B,31,기타,37.242816,127.559344
남양IC교,화성시,B,10,기타,37.221144,126.831369
단석천교,양평군,B,7,기타,37.399741,127.716994
두릉1교,평택시,B,7,기타,37.053318,127.008782
두릉2교,평택시,A,7,기타,37.053719,127.00991
두능교,양평군,B,6,기타,37.544204,127.629245
말중교,양평군,A,6,기타,37.537528,127.624868
망능교,양평군,A,6,기타,37.539857,127.628448
본두교,여주시,B,6,기타,37.238276,127.578367
개골천교,여주시,B,6,기타,37.218419,127.556005
심석천교,여주시,B,6,기타,37.212947,127.556196
공심이천교,여주시,B,6,기타,37.204589,127.552481
봉명교,평택시,B,6,기타,37.118583,127.109828
사후천1교,평택시,B,6,기타,37.119038,127.109695
사후천2교,평택시,B,6,기타,37.120883,127.109358
유평교,용인시 처인구,B,6,기타,37.10941,127.126333
새터교,화성시,C,6,기타,37.18336,126.994872
은산교,평택시,C,6,기타,37.096401,127.116195
이평교,이천시,B,7,기타,37.220232,127.374395
남풍교,안성시,B,31,기타,37.0783,127.307768
동평교,안성시,B,31,기타,37.088023,127.310185
마룡교,양평군,B,23,3,37.496546,127.603327
선들교,화성시,B,22,3,37.178504,126.798096
양평대교,양평군,C,29,1,37.483269,127.485686
동림교(오포방향),용인시 처인구,B,3,2,37.33676,127.196643
동림교(용인방향),용인시 처인구,B,3,2,37.336855,127.196716
평택국제대교,평택시,B,4,1,36.941185,126.978705
포곡교(오포방향),용인시 처인구,B,3,1,37.307012,127.233868
포곡교(용인방향),용인시 처인구,B,3,1,37.307098,127.233902
홍원육교,평택시,B,4,2,37.017034,126.87164
발안1교,화성시,B,27,3,37.13148,126.906798
신장교,안성시,C,22,3,37.044273,127.291288
송탄육교,평택시,C,35,2,37.092664,127.061629
난실교,안성시,B,33,기타,37.109882,127.221526
자안교,화성시,B,4,2,37.178547,126.868836
봉산1교,안성시,B,22,2,37.080862,127.266101
중동교,용인시 처인구,B,5,기타,37.160477,127.177111
아곡교,용인시 처인구,B,5,기타,37.148952,127.171031
율암1교,화성시,A,4,기타,37.17741,126.869719
율암2교,화성시,A,4,기타,37.17517,126.871317
무명교,안성시,B,43,기타,37.083332,127.260483
대신천교,여주시,A,2,기타,37.198315,127.54262
대사교,포천시,B,31,3,38.017627,127.211703
창옥교,포천시,B,31,3,38.019256,127.190933
옥병교,포천시,C,31,2,38.021374,127.16952
연천대교,연천군,B,27,2,38.095065,127.080234
제2도평교,포천시,B,21,3,38.061785,127.385759
가납교,양주시,B,27,3,37.81836,126.986161
가양교,남양주시,B,32,3,37.732879,127.296216
공릉교,양주시,B,22,3,37.685977,126.924412
공릉천교,파주시,B,17,1,37.74514,126.78679
군남교,연천군,C,28,3,38.085904,127.019665
금곡교,파주시,B,28,기타,37.886592,126.877679
금동교,포천시,B,42,3,37.955108,127.12612
남종교,가평군,B,29,3,37.904272,127.559366
낭유교,포천시,B,27,기타,38.005981,127.330163
내방교,남양주시,B,31,3,37.745168,127.280607
내산교,연천군,B,25,기타,38.159854,127.119638
노체교,가평군,B,31,3,37.875723,127.35696
대전교,연천군,B,11,2,38.007883,127.076084
도곡교,가평군,B,27,기타,37.672019,127.527978
도마산교,파주시,B,26,3,37.801187,126.878512
마지2교,파주시,B,22,3,37.94105,126.901583
명화교,가평군,A,20,3,37.96928,127.45822
문암교,포천시,B,25,3,37.943233,127.261623
박달교,포천시,B,22,3,38.085456,127.427648
발랑교,파주시,B,28,3,37.80398,126.893225
방동교,남양주시,B,32,3,37.734831,127.293339
법수교,연천군,B,26,3,37.98966,127.089499
보광교,파주시,B,24,기타,37.752662,126.914045
봉암교,양주시,B,31,3,37.904228,127.009847
북삼교,연천군,B,23,1,38.090662,127.005839
북진교,파주시,B,28,3,37.765077,126.727586
비금교,남양주시,B,9,기타,37.753054,127.272223
비암2교,양주시,B,27,3,37.806009,126.92045
비암3교,양주시,B,27,3,37.810963,126.925022
비암4교,양주시,B,27,3,37.811934,126.930012
사미천교,연천군,B,24,2,38.002292,126.877618
사정교,포천시,B,27,3,37.961151,127.123586
삼화교1,남양주시,B,31,3,37.607731,127.258276
삼화교,연천군,B,22,1,38.023017,126.981282
삼회교,가평군,B,13,3,37.665545,127.380726
상동교,가평군,B,38,3,37.7965,127.328225
새마을교,포천시,B,56,3,38.068577,127.325535
석현교1,남양주시,C,33,3,37.722487,127.309298
선원교,남양주시,B,27,기타,37.616851,127.273033
성황당교,가평군,C,29,3,37.896959,127.560734
수동교,남양주시,C,29,3,37.705996,127.325277
신암검정교,양주시,B,22,3,37.904842,126.962645
신촌교,가평군,B,46,3,37.934209,127.54267
신포교,가평군,B,25,3,37.675192,127.499565
심곡1교,포천시,B,33,3,37.942766,127.189102
심곡2교,포천시,C,33,기타,37.942355,127.192715
양회교,연천군,B,29,3,38.025506,126.914303
역말교,가평군,B,34,3,37.804218,127.350559
오금교1,파주시,C,44,3,37.81332,126.714105
월문교,남양주시,B,26,3,37.605758,127.254488
유동교,가평군,B,19,기타,37.748994,127.514493
유촌교,연천군,B,17,3,38.036994,126.99861
이화교,가평군,B,25,기타,37.798048,127.518233
일영교,양주시,B,22,기타,37.711305,126.934557
임진교,연천군,B,29,2,38.05546,127.015205
전흥교,파주시,C,51,기타,37.801779,126.718108
창현교,남양주시,B,27,3,37.643851,127.303331
청룡교,남양주시,B,32,기타,37.740997,127.284519
초성과선교,연천군,B,22,2,37.984898,127.070559
충만교,가평군,B,27,3,37.936477,127.54338
화악교,가평군,B,21,3,37.9364,127.559983
한성교,포천시,B,14,2,37.806364,127.176266
대전4교,연천군,B,11,기타,38.009805,127.092739
축구교,연천군,B,27,기타,38.161868,127.113609
대전5교,연천군,B,11,기타,38.012295,127.096553
화악6교,가평군,B,15,3,37.974067,127.526712
화악5교,가평군,B,15,3,37.979011,127.526371
화악4교,가평군,B,15,3,37.984732,127.526881
무리울교,포천시,B,14,2,37.965414,127.330816
밧세우개1교,양주시,B,11,기타,37.805256,126.912616
신상교,가평군,B,10,2,37.844896,127.35583
도하2교,양주시,B,10,2,37.85882,127.01219
운암교,양주시,B,9,2,37.863637,127.0122
대모시교,양주시,B,9,기타,37.830211,126.994818
도하교,양주시,B,10,기타,37.843029,127.002341
도하1교,양주시,B,10,기타,37.852701,127.011242
가곡교,남양주시,C,33,3,37.686164,127.309187
가산교,포천시,B,29,3,37.836892,127.15589
갈곡1교,파주시,B,9,2,37.845278,126.893301
갈곡2교,파주시,B,22,3,37.850513,126.904503
갈곡2교,파주시,B,9,기타,37.847815,126.899024
갈곡3교,파주시,B,9,2,37.850208,126.904624
갈곡4교,파주시,B,9,2,37.850443,126.924156
갈곡IC교,파주시,B,9,기타,37.846062,126.896023
갈곡교,파주시,B,22,3,37.848856,126.897323
갈곡천교,파주시,B,9,기타,37.847359,126.895351
강서교,연천군,C,26,3,37.986535,127.096339
강씨봉교,가평군,B,12,3,37.968687,127.410164
개척2교,양주시,C,35,기타,37.814649,126.91317
개척교,파주시,C,35,기타,37.84663,126.912252
경신IC교,양주시,B,9,기타,37.864738,126.980071
경신교,양주시,B,22,3,37.866098,126.992773
고비교,양주시,B,35,3,37.75471,126.969333
고산교,파주시,B,35,3,37.749247,126.798925
광신교,파주시,B,20,3,37.782848,126.84568
구읍교,포천시,B,56,3,37.884357,127.222359
구한산교,양주시,B,26,3,37.910319,126.999895
권율교,양주시,B,35,3,37.732434,126.949935
금승교,파주시,A,47,3,37.821228,126.744742
내곡대교,남양주시,B,10,2,37.692369,127.162906
능안1교,양주시,B,10,기타,37.816959,126.990517
단촌교,양주시,B,23,3,37.803259,126.974767
답곡1교,연천군,B,11,기타,38.17989,127.088034
대동교,양주시,B,35,3,37.738605,126.954881
대성3교,가평군,B,18,3,37.695948,127.381518
덕도1교,양주시,A,9,기타,37.855198,126.963842
덕도2교,양주시,A,9,기타,37.862058,126.975294
덕도IC교,양주시,B,9,1,37.853616,126.959191
덕도IC램프B교,양주시,A,9,기타,37.853895,126.959776
덕도IC램프C교,양주시,A,9,기타,37.85361,126.960151
덕도교,양주시,A,9,기타,37.852675,126.951595
덕도교,양주시,B,20,3,37.854423,126.957462
돌고개교,양주시,B,22,기타,37.738971,126.95574
두천교,연천군,C,48,기타,38.005329,126.890141
등원육교,파주시,B,17,1,37.753562,126.801536
말미교,양주시,B,19,기타,37.871526,126.996375
매곡교,양주시,B,27,3,37.895652,126.964509
묵은1교,양주시,B,19,기타,37.852371,127.036135
문산천1호교,양주시,B,23,3,37.776159,126.940221
발운리교,양주시,B,19,3,37.871284,126.998831
방미교,파주시,B,26,3,37.860217,126.837004
방아교,연천군,B,22,3,38.17469,127.097349
방아교1,양주시,B,23,3,37.793177,126.996355
방아다리교,연천군,B,28,3,38.180908,127.080835
백마교,파주시,A,22,3,37.746009,126.856631
백석교,양주시,B,20,3,37.812705,126.978045
백운교,포천시,B,22,3,38.083235,127.42399
법원교,파주시,B,9,1,37.84506,126.890334
부곡3새마을교,양주시,B,21,3,37.733706,126.977935
부곡교,양주시,B,21,3,37.720467,126.975355
부곡교1,파주시,B,29,3,37.822434,126.817801
비룡대교,연천군,B,29,2,37.98589,126.917802
비성교,양주시,B,35,기타,37.748819,126.965956
산정1교,포천시,B,26,3,38.070367,127.294144
산정2교,포천시,B,23,3,38.071514,127.30095
산정3교,포천시,C,33,3,38.069703,127.306242
삼산교,포천시,C,25,3,38.025402,127.262423
삼정교,포천시,B,27,3,37.961745,127.130616
상수1교,양주시,A,9,기타,37.870285,126.98928
상수IC교,양주시,B,9,기타,37.871792,126.990269
서원교,포천시,B,41,기타,37.843178,127.180596
석수교,양주시,B,35,기타,37.749835,126.967305
석우교,양주시,B,20,기타,37.843255,126.966171
석우교1,양주시,B,26,3,37.837241,126.974272
석현교,양주시,B,50,3,37.730491,126.948958
성지1교,남양주시,A,10,기타,37.693533,127.202035
성지교(상),남양주시,B,10,1,37.694815,127.196512
세낭골교,양주시,B,10,기타,37.82249,126.991557
수암교,파주시,B,21,기타,37.847082,126.88656
식현교,파주시,B,16,기타,37.948609,126.894957
신북교,포천시,B,17,2,37.938225,127.222924
신촌교1,남양주시,B,25,3,37.69418,127.341778
신한산교,양주시,B,16,3,37.91022,126.999525
안고령1교,양주시,A,21,3,37.776754,126.93658
양지교,남양주시,A,10,기타,37.693887,127.189888
양진교,가평군,B,23,기타,37.713974,127.485373
연평교,남양주시,A,10,기타,37.692638,127.183302
연평대교,남양주시,B,22,3,37.708939,127.183503
영장2교,파주시,B,35,3,37.775873,126.910429
오남교,남양주시,B,29,기타,37.693446,127.214488
오류동1교,가평군,B,18,기타,37.693931,127.363865
오현IC교,파주시,B,9,기타,37.849836,126.919368
용암4교,양주시,B,19,기타,37.851704,127.036874
용정1교,남양주시,B,12,기타,37.675779,127.171498
용정3교,남양주시,B,12,2,37.679365,127.172118
운담교,포천시,B,29,3,37.969719,127.327582
운수1교,남양주시,B,15,2,37.702019,127.317139
운수교,남양주시,B,15,2,37.702846,127.307636
울대교,양주시,B,21,3,37.719275,126.974908
원덕둔교,포천시,B,27,3,37.967328,127.114783
입암교,양주시,B,30,3,37.890993,126.994691
자일교,포천시,B,39,기타,38.112428,127.300412
장군교,양주시,B,35,3,37.734586,126.950776
장진교,연천군,B,24,2,38.028046,127.051404
장천교,양주시,B,21,3,37.724357,126.976657
장현대교,남양주시,C,25,2,37.714331,127.182565
적목1교,가평군,A,9,기타,37.96324,127.449338
제2비금교,남양주시,C,53,기타,37.755982,127.274041
종현교,포천시,B,26,3,37.982752,127.097735
중산교,파주시,B,35,3,37.774642,126.920521
지청교,포천시,B,27,3,37.958082,127.334949
직사교,포천시,C,26,3,37.984328,127.099334
칠팔교,연천군,B,28,3,38.065938,127.095523
탑골3교,양주시,B,19,기타,37.850993,127.04032
팔팔교,양주시,B,35,3,37.740962,126.956286
향동1교,양주시,B,10,기타,37.853449,127.011721
호명교1,가평군,B,27,기타,37.716669,127.459077
호성교,양주시,B,35,3,37.743002,126.956314
호수교,포천시,B,19,3,38.066053,127.314849
황지교,연천군,B,20,3,38.049089,127.031618
효촌1교,양주시,B,9,2,37.851547,126.943226
효촌1교,양주시,C,43,기타,37.873179,126.959823
효촌2교,양주시,C,43,3,37.875813,126.958464
효촌3교,양주시,C,43,기타,37.877647,126.960423
효촌천교,양주시,B,9,2,37.86638,126.981653
신산1교,양주시,B,22,2,37.892506,126.97219
은현교,양주시,B,19,2,37.868981,127.022108
임월교,파주시,C,26,1,37.857414,126.775193
장남교,파주시,B,10,1,37.968674,126.896574
주월교,파주시,B,22,2,37.800026,126.818531
봉일천교,파주시,B,26,1,37.740483,126.806809
간파교,연천군,A,8,기타,37.954136,127.004432
백학교,연천군,B,26,3,38.033654,126.91968
양수대교,남양주시,B,8,1,37.547811,127.310988
하판교,가평군,B,14,기타,37.910405,127.341745
봉암램프교,파주시,B,8,2,37.80361,126.792997
덕은3교,파주시,B,8,2,37.802235,126.789384
성지교(하),남양주시,B,10,1,37.694815,127.196512
선유1천1교,연천군,B,7,기타,38.105923,127.034191
용미1교,파주시,B,7,기타,37.735657,126.88248
용미2교,파주시,B,7,기타,37.746527,126.86988
램프교,파주시,B,7,기타,37.728218,126.890739
진관교,남양주시,B,12,3,37.657817,127.154919
덕은1교,파주시,B,8,기타,37.799788,126.786796
덕은1교 R-1,파주시,B,8,기타,37.799717,126.786961
덕은1교 R-2,파주시,B,8,기타,37.799914,126.7867
덕은2교,파주시,B,8,기타,37.800844,126.78773
용상교,파주시,B,8,기타,37.781585,126.772597
선곡교,연천군,B,7,기타,38.103751,127.030524
적목2교,가평군,A,7,기타,37.964849,127.444304
삼팔교,포천시,B,5,2,38.000064,127.310261
연풍교(금촌방향),파주시,B,5,1,37.829179,126.852668
연풍교(법원방향),파주시,B,5,1,37.82774,126.850978
문산천교(금촌방향),파주시,B,5,1,37.805405,126.840361
문산천교(법원방향),파주시,B,5,1,37.803936,126.839875
방축교(금촌방향),파주시,B,5,1,37.809225,126.843583
방축교(법원방향),파주시,B,5,1,37.808111,126.842649
감악1교(백학방향),파주시,B,5,2,37.924014,126.951315
감악1교(양주방향),파주시,B,5,2,37.924687,126.950092
감악3교(백학방면),파주시,B,5,2,37.933642,126.943656
감악3교(양주방향),파주시,B,5,2,37.934925,126.942654
감악4교(백학방향),파주시,B,5,1,37.938858,126.943291
감악4교(양주방향),파주시,B,5,1,37.940214,126.943529
감악5교(백학방향),파주시,B,5,2,37.942633,126.944278
감악5교(양주방향),파주시,B,5,2,37.943939,126.943748
감악6교(백학방향),파주시,B,5,1,37.945637,126.942632
감악6교(양주방향),파주시,B,5,1,37.946708,126.9401
감악7교(백학방향),파주시,B,5,1,37.947427,126.936379
감악7교(양주방향),파주시,B,5,1,37.947804,126.934484
오산교(금촌방향),파주시,B,5,2,37.764784,126.823736
오산교(법원방향),파주시,B,5,2,37.763907,126.821974
감악RAMP-B교,파주시,B,5,2,37.948032,126.93478
포천천교,포천시,B,5,2,37.858269,127.17189
대회산교,포천시,B,6,1,38.089889,127.220786
영장1교,파주시,B,56,3,37.77642,126.909036
대능1교(금촌방향),파주시,B,5,2,37.834872,126.858922
대능1교(법원방향),파주시,B,5,2,37.833456,126.857811
광탄1교,파주시,B,5,기타,37.781889,126.839968
광탄2교,파주시,B,5,기타,37.783637,126.840075
뇌조교(금촌방향),파주시,B,5,기타,37.763198,126.814684
뇌조교(법원방향),파주시,B,5,기타,37.762974,126.814366
대능2교(금촌방향),파주시,B,5,기타,37.836967,126.865316
대능2교(법원방향),파주시,B,5,기타,37.836748,126.864919
대능3교,파주시,B,5,기타,37.840024,126.87562
등원교,파주시,B,5,기타,37.759674,126.808079
법원1교,파주시,B,5,기타,37.842855,126.879405
법원2교,파주시,B,5,기타,37.845863,126.884887
분수천교(금촌방향),파주시,B,5,기타,37.801854,126.839375
분수천교(법원방향),파주시,B,5,기타,37.800845,126.839374
신산1교,파주시,B,5,기타,37.787321,126.839429
신산2교,파주시,B,5,기타,37.79775,126.839168
연풍1교(금촌방향),파주시,B,5,기타,37.822028,126.847514
연풍1교(법원방향),파주시,B,5,기타,37.821596,126.847714
용정2교,남양주시,B,12,2,37.677545,127.171449
근홍교(상),포천시,B,9,1,38.125725,127.265715
망굴천교,파주시,B,5,기타,37.769532,126.828271
동물이동통로,파주시,B,5,기타,37.816419,126.847738
감악2교(백학방향),파주시,B,5,기타,37.930751,126.94659
감악2교(양주방향),파주시,B,5,기타,37.931057,126.945521
근홍교(하),포천시,B,9,1,38.123713,127.268935
중에교,파주시,B,23,3,37.854566,126.79957
갈현2교,파주시,B,19,3,37.772304,126.724537
청계교,포천시,B,14,3,37.951792,127.326977
이동교리교,포천시,B,14,기타,37.805012,127.13328
고모교,포천시,B,14,기타,37.802928,127.163776
금현교(상),포천시,B,14,기타,37.813914,127.194532
금현교(하),포천시,B,14,기타,37.813645,127.193727
두밀교,가평군,C,13,3,37.813958,127.471275
이산포IC RAMP-G교,고양시 일산서구,B,16,2,37.655499,126.72024
이산포IC RAMP-H교,고양시 일산서구,B,16,2,37.658501,126.719529
이산포IC RAMP-I교,고양시 일산서구,B,16,1,37.658852,126.720797
일산대교,김포시,B,16,1,37.658112,126.72218
과천고가교(상),과천시,B,31,1,37.417709,126.993185
과천고가교(하),과천시,B,31,1,37.417658,126.992911
