교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
상적교(서울0),3,경기도,성남시 수정구,54.0,15.1,4,강플레이트거더교,B,DB-24,35,3.0,21.0,96080.0
상적교(서울1),3,경기도,성남시 수정구,54.0,4.6,1,강플레이트거더교,B,DB-24,31,3.0,21.0,96080.0
상적교(서울2),기타,경기도,성남시 수정구,53.9,4.6,1,강플레이트거더교,B,DB-24,8,3.0,21.0,96080.0
원지2교(부산0),기타,서울특별시,서초구,18.0,19.3,4,라멘교,B,DB-24,31,2.0,9.0,96080.0
원지2교(부산1),기타,서울특별시,서초구,18.0,8.4,2,라멘교,B,DB-24,8,2.0,9.0,96080.0
원지2교(서울0),기타,서울특별시,서초구,18.0,19.3,5,라멘교,B,DB-24,31,2.0,9.0,96080.0
원지2교(서울1),기타,서울특별시,서초구,18.0,3.9,1,라멘교,B,DB-24,8,2.0,9.0,96080.0
원지1교(부산0),기타,서울특별시,서초구,12.0,19.3,4,라멘교,B,DB-24,31,1.0,12.0,96080.0
원지1교(부산1),기타,서울특별시,서초구,12.0,3.9,1,라멘교,B,DB-24,8,1.0,12.0,96080.0
원지1교(서울),기타,서울특별시,서초구,12.0,19.3,5,라멘교,B,DB-24,31,1.0,12.0,96080.0
양재육교(부산),3,서울특별시,서초구,70.0,23.4,6,프리플렉스거더교,B,DB-24,28,2.0,35.0,96080.0
양재육교(서울),3,서울특별시,서초구,70.0,23.4,5,프리플렉스거더교,B,DB-24,28,2.0,35.0,96080.0
신갈JCT3육교,3,경기도,용인시 기흥구,40.2,12.2,2,프리플렉스거더교,B,DB-24,32,1.0,40.2,107111.0
신갈JCT4육교,1,경기도,용인시 기흥구,100.2,12.2,2,강박스거더교,B,DB-24,32,2.0,50.1,107111.0
동문육교(서울1),3,경기도,안성군,47.0,6.5,1,RC슬래브교,B,DB-24,21,3.0,19.0,94892.0
외가천교(서울1),3,경기도,안성군,60.0,8.5,2,PSCI거더교,B,DB-24,21,2.0,30.0,88202.0
안성JCT4교,3,경기도,안성군,60.0,11.1,2,PSCI거더교,B,DB-24,21,2.0,30.0,88202.0
안성JCT3교,3,경기도,안성군,47.0,16.2,3,RC슬래브교,B,DB-24,21,3.0,19.0,94892.0
판교IC4교,기타,경기도,성남시 분당구,32.0,6.9,1,PSCI거더교,A,DB-24,5,1.0,32.0,74394.0
금토JCTRamp-B교,1,경기도,성남시 수정구,317.3,9.2,1,강박스거더교,B,DB-24,5,6.0,62.2,74394.0
목동1교,2,경기도,이천시,210.0,13.6,2,PSCI거더교,B,DB-24,22,7.0,30.0,27962.0
목동교,1,경기도,이천시,145.0,14.5,2,강박스거더교,B,DB-24,22,3.0,65.0,27962.0
목리1교(이천),2,경기도,이천시,150.0,12.2,2,PSCI거더교,B,DB-24,22,5.0,30.0,27962.0
목리1교(하남),2,경기도,이천시,150.0,12.2,2,PSCI거더교,B,DB-24,22,5.0,30.0,27962.0
서이천IC3교,기타,경기도,이천시,11.4,11.4,1,라멘교,A,DB-24,22,1.0,11.4,27962.0
장암1교(이천),기타,경기도,이천시,15.0,13.7,2,라멘교,A,DB-24,22,1.0,15.0,27962.0
장암1교(하남),기타,경기도,이천시,15.0,13.7,2,라멘교,A,DB-24,22,1.0,15.0,27962.0
서이천IC2교,기타,경기도,이천시,11.4,11.4,1,라멘교,A,DB-24,22,1.0,11.4,27962.0
장암2교(이천),기타,경기도,이천군,14.2,12.2,2,라멘교,A,DB-24,22,1.0,14.2,27962.0
장암2교(하남),기타,경기도,이천군,14.2,12.2,2,라멘교,A,DB-24,22,1.0,14.2,27962.0
고척3교(이천),기타,경기도,이천시,12.0,12.2,2,라멘교,A,DB-24,22,1.0,12.0,27962.0
고척3교(하남),기타,경기도,이천시,12.0,12.2,2,라멘교,A,DB-24,22,1.0,12.0,27962.0
고척2교(이천),1,경기도,이천시,60.2,13.6,2,아치교,B,DB-24,22,1.0,60.2,27962.0
고척2교(하남),1,경기도,이천시,60.2,13.6,2,아치교,B,DB-24,22,1.0,60.2,27962.0
고척1교(이천),1,경기도,이천군,60.0,13.1,2,아치교,B,DB-24,22,1.0,60.0,27962.0
고척1교(하남),1,경기도,이천시,60.0,13.1,2,아치교,B,DB-24,22,1.0,60.0,27962.0
용면3교(이천),2,경기도,이천시,360.0,12.2,2,PSCI거더교,B,DB-24,22,12.0,30.0,27962.0
용면3교(하남0),2,경기도,이천시,360.0,12.2,2,PSCI거더교,B,DB-24,22,12.0,30.0,27962.0
용면3교(하남1),2,경기도,이천군,360.0,5.6,1,PSCI거더교,B,DB-24,17,12.0,30.0,27962.0
용면2교(이천),2,경기도,이천시,120.0,12.2,2,PSCI거더교,B,DB-24,22,4.0,30.0,27962.0
용면2교(하남),2,경기도,이천시,120.0,12.2,2,PSCI거더교,B,DB-24,22,4.0,30.0,27962.0
진우1교(이천),3,경기도,광주시,90.0,12.2,2,PSCI거더교,B,DB-24,22,3.0,30.0,27962.0
진우1교(하남),3,경기도,광주시,90.0,12.2,2,PSCI거더교,B,DB-24,22,3.0,30.0,27962.0
진우교(이천),3,경기도,광주시,30.0,12.2,2,라멘교,B,DB-24,22,2.0,15.0,27962.0
진우교(하남),3,경기도,광주시,30.0,12.2,2,라멘교,B,DB-24,22,2.0,15.0,27962.0
노곡천1교(이천),2,경기도,광주시,120.0,12.2,2,PSCI거더교,B,DB-24,22,4.0,30.0,39862.0
노곡천1교(하남),2,경기도,광주시,120.0,12.2,2,PSCI거더교,B,DB-24,22,4.0,30.0,39862.0
궁평1교(이천),3,경기도,광주시,60.0,12.2,2,PSCI거더교,B,DB-24,22,2.0,30.0,39862.0
궁평1교(하남),3,경기도,광주시,60.0,12.2,2,PSCI거더교,B,DB-24,22,2.0,30.0,39862.0
곤지암교(이천),1,경기도,광주시,275.0,12.2,2,강박스거더교,B,DB-24,22,6.0,50.0,39862.0
곤지암교(하남),1,경기도,광주시,245.0,12.2,2,강박스거더교,B,DB-24,22,5.0,55.0,39862.0
삼리1교(이천),3,경기도,광주시,40.0,19.0,2,라멘교,A,DB-24,22,3.0,15.0,39862.0
삼리1교(하남),3,경기도,광주시,40.0,19.0,2,라멘교,A,DB-24,22,3.0,15.0,39862.0
삼리교(이천),2,경기도,광주시,125.0,12.2,2,강박스거더교,B,DB-24,22,3.0,45.0,39862.0
삼리교(하남),2,경기도,광주시,125.0,12.2,2,강박스거더교,B,DB-24,22,3.0,45.0,39862.0
곤지암천1교(이천),2,경기도,광주시,150.0,12.2,2,PSCI거더교,B,DB-24,22,5.0,30.0,39862.0
곤지암천1교(하남),2,경기도,광주시,150.0,12.2,2,PSCI거더교,B,DB-24,22,5.0,30.0,39862.0
늑현교(이천),기타,경기도,광주시,15.0,12.7,2,라멘교,B,DB-24,22,1.0,15.0,39862.0
늑현교(하남),기타,경기도,광주시,15.0,12.7,2,라멘교,A,DB-24,22,1.0,15.0,39862.0
초월1교(이천),3,경기도,광주시,60.0,12.2,2,PSCI거더교,B,DB-24,22,2.0,30.0,39862.0
초월1교(하남),3,경기도,광주시,60.0,12.2,2,PSCI거더교,B,DB-24,22,2.0,30.0,39862.0
선동1교(이천),기타,경기도,광주시,15.0,12.2,2,라멘교,A,DB-24,22,1.0,15.0,39862.0
선동1교(하남),기타,경기도,광주시,15.0,12.2,2,라멘교,A,DB-24,22,1.0,15.0,39862.0
신월1교(이천),기타,경기도,광주시,15.0,12.2,2,라멘교,A,DB-24,22,1.0,15.0,39862.0
신월1교(하남),기타,경기도,광주시,15.0,12.2,2,라멘교,A,DB-24,22,1.0,15.0,39862.0
신월천1교(이천),3,경기도,광주군,90.0,12.2,2,PSCI거더교,B,DB-24,22,3.0,30.0,39862.0
신월천1교(하남),3,경기도,광주시,90.0,12.2,2,PSCI거더교,B,DB-24,22,3.0,30.0,39862.0
지월1교(이천),2,경기도,광주시,120.5,12.2,2,PSCI거더교,B,DB-24,22,4.0,30.2,39862.0
지월1교(하남),2,경기도,광주시,120.5,12.2,2,PSCI거더교,B,DB-24,22,4.0,30.2,39862.0
경안천1교(이천),2,경기도,광주시,271.3,12.6,2,PSCI거더교,B,DB-24,22,9.0,30.2,39862.0
경안천1교(하남),2,경기도,광주시,271.3,12.6,2,PSCI거더교,B,DB-24,22,9.0,30.2,39862.0
번천5교(이천),1,경기도,광주시,380.0,12.6,2,PSC박스거더교,B,DB-24,22,8.0,50.0,39862.0
번천5교(하남),1,경기도,광주시,380.0,12.6,2,PSC박스거더교,B,DB-24,22,8.0,50.0,39862.0
번천4교(이천),1,경기도,광주시,430.0,12.1,2,PSC박스거더교,B,DB-24,22,9.0,50.0,39862.0
번천4교(하남),1,경기도,광주시,430.0,12.1,2,PSC박스거더교,B,DB-24,22,9.0,50.0,39862.0
번천교(이천),기타,경기도,광주시,15.0,21.4,2,라멘교,A,DB-24,22,1.0,15.0,39862.0
번천교(하남),기타,경기도,광주시,15.0,21.4,2,라멘교,A,DB-24,22,1.0,15.0,39862.0
천진암교(이천),1,경기도,광주시,339.6,12.2,2,강박스거더교,B,DB-24,22,7.0,50.0,39862.0
천진암교(하남),1,경기도,광주군,339.6,12.2,2,강박스거더교,B,DB-24,22,7.0,50.0,39862.0
엄미4교(이천),기타,경기도,광주군,11.0,13.0,2,라멘교,A,DB-24,22,1.0,11.0,39862.0
엄미4교(하남),기타,경기도,광주군,11.0,13.0,2,라멘교,A,DB-24,22,1.0,11.0,39862.0
엄미교(이천),2,경기도,광주시,150.0,12.6,2,PSCI거더교,B,DB-24,22,5.0,30.0,39862.0
엄미교(하남),2,경기도,광주시,150.0,12.6,2,PSCI거더교,B,DB-24,22,5.0,30.0,39862.0
호법5육교(강릉0),3,경기도,이천시,90.0,8.5,1,강박스거더교,B,DB-24,36,3.0,36.0,48523.0
호법5육교(강릉1),3,경기도,이천시,90.0,7.7,2,강박스거더교,A,DB-24,20,3.0,36.0,48523.0
호법4육교(강릉0),3,경기도,이천시,45.0,8.4,1,라멘교,B,DB-24,36,3.0,18.0,48523.0
호법4육교(강릉1),3,경기도,이천시,45.0,4.0,1,라멘교,B,DB-24,20,3.0,18.0,48523.0
장암천교(남이0),2,경기도,이천시,150.0,11.5,3,RCT거더교,B,DB-24,36,6.0,25.0,48523.0
장암천교(남이1),2,경기도,이천시,150.0,12.0,3,RCT거더교,B,DB-24,36,6.0,25.0,48523.0
장암천교(남이2),2,경기도,이천시,150.0,6.2,1,RCT거더교,B,DB-24,22,6.0,25.0,48523.0
장암천교(남이3),2,경기도,이천시,150.0,12.7,3,RCT거더교,B,DB-24,22,6.0,25.0,48523.0
장암천교(하남0),2,경기도,이천시,150.0,15.1,3,RCT거더교,B,DB-24,36,6.0,25.0,48523.0
장암천교(하남1),2,경기도,이천시,150.0,7.8,2,RCT거더교,B,DB-24,22,6.0,25.0,48523.0
안평육교(남이0),3,경기도,이천시,47.0,21.7,2,라멘교,B,DB-24,36,3.0,19.0,48523.0
안평육교(남이1),3,경기도,이천시,47.0,9.8,2,라멘교,B,DB-24,22,3.0,19.0,48523.0
안평육교(하남0),3,경기도,이천시,47.0,21.7,2,라멘교,B,DB-24,36,3.0,19.0,48523.0
안평육교(하남1),3,경기도,이천시,47.0,9.8,2,라멘교,B,DB-24,22,3.0,19.0,48523.0
목리교(남이),3,경기도,이천시,24.0,12.4,2,라멘교,B,DB-24,36,2.0,12.0,22326.0
목리교(하남),3,경기도,이천시,24.0,12.4,2,라멘교,B,DB-24,36,2.0,12.0,22326.0
서이천IC4교(남이),기타,경기도,이천시,15.0,12.4,2,라멘교,A,DB-24,22,1.0,15.0,22326.0
서이천IC4교(하남),기타,경기도,이천시,15.0,12.4,2,라멘교,A,DB-24,22,1.0,15.0,22326.0
서이천IC5교,기타,경기도,이천시,13.0,12.4,1,라멘교,A,DB-24,22,1.0,13.0,22326.0
장암천1교(남이),기타,경기도,이천시,15.0,11.9,2,라멘교,A,DB-24,22,1.0,15.0,22326.0
장암천1교(하남),기타,경기도,이천시,15.0,11.9,2,라멘교,A,DB-24,22,1.0,15.0,22326.0
서이천IC교(남이),기타,경기도,이천시,16.9,12.4,2,라멘교,A,DB-24,22,1.0,16.9,22326.0
서이천IC교(하남),기타,경기도,이천시,16.9,12.4,2,라멘교,A,DB-24,22,1.0,16.9,22326.0
장암교(남이),기타,경기도,이천시,12.0,11.7,2,라멘교,A,DB-24,22,1.0,12.0,22326.0
장암교(하남),기타,경기도,이천시,12.0,11.7,2,라멘교,A,DB-24,22,1.0,12.0,22326.0
서이천IC1교,기타,경기도,이천시,12.0,8.5,1,라멘교,A,DB-24,22,1.0,12.0,22326.0
고척교(남이),기타,경기도,이천시,12.0,12.2,2,라멘교,A,DB-24,22,1.0,12.0,22326.0
고척교(하남),기타,경기도,이천시,12.0,12.2,2,라멘교,A,DB-24,22,1.0,12.0,22326.0
용면1교(남이),기타,경기도,이천시,13.0,18.0,2,라멘교,A,DB-24,22,1.0,13.0,22899.0
용면1교(하남),기타,경기도,이천시,13.0,18.0,2,라멘교,A,DB-24,22,1.0,13.0,22899.0
용면교(남이),2,경기도,이천시,150.0,11.9,2,PSCI거더교,B,DB-24,36,5.0,30.0,22899.0
용면교(하남),2,경기도,이천시,150.0,11.9,2,PSCI거더교,B,DB-24,36,5.0,30.0,22899.0
진우육교(남이),3,경기도,광주시,39.0,11.9,2,PSC슬래브교,B,DB-24,36,3.0,15.0,22899.0
진우육교(하남),3,경기도,광주시,39.0,11.9,2,PSC슬래브교,B,DB-24,36,3.0,15.0,22899.0
노곡천교(남이),2,경기도,광주시,120.1,11.9,2,RC중공슬래브교,B,DB-24,36,6.0,20.0,25113.0
노곡천교(하남),2,경기도,광주시,120.1,11.9,2,RC중공슬래브교,B,DB-24,36,6.0,20.0,25113.0
궁평교(남이),3,경기도,광주시,60.0,12.2,2,PSCI거더교,B,DB-24,22,2.0,30.0,25113.0
궁평교(하남),3,경기도,광주시,60.0,12.2,2,PSCI거더교,B,DB-24,22,2.0,30.0,25113.0
곤지암2육교(남이),3,경기도,광주시,55.0,15.4,2,RC중공슬래브교,B,DB-24,36,3.0,25.0,25113.0
곤지암2육교(하남),3,경기도,광주시,55.0,15.4,2,RC중공슬래브교,B,DB-24,36,3.0,25.0,25113.0
곤지암1육교(남이),기타,경기도,광주시,12.0,27.7,2,라멘교,B,DB-24,36,1.0,12.0,25113.0
곤지암1육교(하남0),기타,경기도,광주시,12.0,13.6,2,라멘교,B,DB-24,36,1.0,12.0,25113.0
곤지암1육교(하남1),기타,경기도,광주시,12.0,8.0,2,라멘교,B,DB-24,36,1.0,12.0,25113.0
삼리2육교(남이),기타,경기도,광주시,12.0,14.1,2,라멘교,B,DB-24,36,1.0,12.0,25113.0
삼리2육교(하남),기타,경기도,광주시,12.0,14.1,2,라멘교,B,DB-24,36,1.0,12.0,25113.0
곤지암3육교,3,경기도,광주시,70.0,16.6,2,RC중공슬래브교,B,DB-24,36,4.0,20.0,25113.0
삼리1육교(남이),3,경기도,광주시,80.0,11.9,2,RC중공슬래브교,B,DB-24,36,4.0,20.0,25113.0
삼리1육교(하남),3,경기도,광주시,80.0,11.9,2,RC중공슬래브교,B,DB-24,36,4.0,20.0,25113.0
곤지암천교(남이),2,경기도,광주시,150.0,11.9,2,PSC중공슬래브교,B,DB-24,36,5.0,30.0,25113.0
곤지암천교(하남),2,경기도,광주시,150.0,11.9,2,PSC중공슬래브교,B,DB-24,36,5.0,30.0,25113.0
늑현육교(남이),기타,경기도,광주시,13.0,11.9,2,라멘교,B,DB-24,36,1.0,13.0,25113.0
늑현육교(하남),기타,경기도,광주시,13.0,11.9,2,라멘교,B,DB-24,36,1.0,13.0,25113.0
초월교(남이),3,경기도,광주시,50.0,11.9,2,PSC중공슬래브교,B,DB-24,36,2.0,25.0,28639.0
초월교(하남),3,경기도,광주시,50.0,11.9,2,PSC중공슬래브교,B,DB-24,36,2.0,25.0,28639.0
선동교(남이),기타,경기도,광주시,15.0,12.2,2,라멘교,A,DB-24,22,1.0,15.0,28639.0
선동교(하남),기타,경기도,광주시,15.0,12.2,2,라멘교,A,DB-24,22,1.0,15.0,28639.0
신월교(남이),기타,경기도,광주시,15.0,11.7,2,라멘교,A,DB-24,22,1.0,15.0,28639.0
신월교(하남),기타,경기도,광주시,15.0,11.7,2,라멘교,A,DB-24,22,1.0,15.0,28639.0
신월천교(남이),3,경기도,광주시,75.0,11.9,2,PSCI거더교,B,DB-24,36,3.0,25.0,28639.0
신월천교(하남),3,경기도,광주시,75.0,11.9,2,PSCI거더교,B,DB-24,36,3.0,25.0,28639.0
지월교(남이),3,경기도,광주시,50.0,12.4,2,PSCI거더교,B,DB-24,36,2.0,25.0,28639.0
지월교(하남),3,경기도,광주시,50.0,12.4,2,PSCI거더교,B,DB-24,36,2.0,25.0,28639.0
경안천교(남이),2,경기도,광주시,300.0,12.4,2,PSCI거더교,B,DB-24,36,10.0,30.0,28639.0
경안천교(하남),2,경기도,광주시,300.0,12.4,2,PSCI거더교,B,DB-24,36,10.0,30.0,28639.0
번천3교(남이),2,경기도,광주시,405.0,12.4,2,PSC박스거더교,B,DB-24,36,9.0,45.0,28639.0
번천3교(하남),2,경기도,광주군,405.0,12.4,2,PSC박스거더교,B,DB-24,36,9.0,45.0,28639.0
번천2교(남이),2,경기도,광주시,150.0,12.4,2,PSCI거더교,B,DB-24,36,5.0,30.0,35224.0
번천2교(하남),2,경기도,광주시,120.0,12.4,2,PSCI거더교,B,DB-24,36,4.0,30.0,35224.0
번천1교(남이),2,경기도,광주시,120.0,14.2,2,PSCI거더교,B,DB-24,36,4.0,30.0,35224.0
번천1교(하남),2,경기도,광주시,120.0,14.2,2,PSCI거더교,B,DB-24,36,4.0,30.0,35224.0
광주IC육교(남이),3,경기도,광주시,64.0,14.1,2,RC중공슬래브교,B,DB-24,36,4.0,19.9,35224.0
광주IC육교(하남),3,경기도,광주시,64.0,14.1,2,RC중공슬래브교,B,DB-24,36,4.0,19.9,35224.0
광주3교,2,경기도,광주시,100.0,8.5,1,PSCI거더교,B,DB-24,36,4.0,25.0,35224.0
광주1교(남이),3,경기도,광주시,68.0,8.3,1,PSCI거더교,B,DB-24,36,2.0,34.0,35224.0
광주1교(하남),3,경기도,광주시,68.0,8.3,1,PSCI거더교,B,DB-24,36,2.0,34.0,35224.0
광주2교,3,경기도,광주시,80.0,8.5,1,RC중공슬래브교,B,DB-24,36,4.0,20.0,35224.0
천진암육교(남이),3,경기도,광주시,50.0,11.9,2,라멘교,B,DB-24,36,2.0,25.0,35224.0
천진암육교(하남),3,경기도,광주시,50.0,11.9,2,라멘교,B,DB-24,36,2.0,25.0,35224.0
광지원2교(남이),1,경기도,광주시,250.0,12.4,2,강박스거더교,B,DB-24,36,5.0,50.0,35224.0
광지원2교(하남),2,경기도,광주시,249.1,12.4,2,강박스거더교,B,DB-24,36,5.0,49.8,35224.0
광지원1교(남이),2,경기도,광주시,305.0,12.4,2,PSC박스거더교,B,DB-24,36,7.0,45.0,35224.0
광지원1교(하남),2,경기도,광주시,305.0,12.4,2,PSC박스거더교,B,DB-24,36,7.0,45.0,35224.0
엄미3교(남이),기타,경기도,광주시,16.0,16.6,2,라멘교,B,DB-24,36,1.0,16.0,35224.0
엄미3교(하남),기타,경기도,광주시,16.0,16.6,2,라멘교,B,DB-24,36,1.0,16.0,35224.0
엄미2교(남이),2,경기도,광주시,135.0,12.4,2,PSC박스거더교,B,DB-24,36,3.0,45.0,35224.0
엄미2교(하남),2,경기도,광주시,135.0,12.4,2,PSC박스거더교,B,DB-24,36,3.0,45.0,35224.0
엄미1교(남이),2,경기도,광주시,199.5,12.4,2,강박스거더교,B,DB-24,36,4.0,49.9,35224.0
엄미1교(하남),1,경기도,광주시,200.0,12.4,2,강박스거더교,B,DB-24,36,4.0,50.0,35224.0
상산곡교(남이0),2,경기도,하남시,180.0,13.8,2,강플레이트거더교,B,DB-24,36,5.0,36.0,35224.0
상산곡교(남이1),2,경기도,하남시,180.0,8.6,2,강플레이트거더교,B,DB-24,22,5.0,36.0,35224.0
상산곡교(하남0),2,경기도,하남시,180.0,11.9,2,강플레이트거더교,B,DB-24,36,5.0,36.0,35224.0
상산곡교(하남1),2,경기도,하남시,180.0,7.4,2,강플레이트거더교,B,DB-24,22,5.0,36.0,35224.0
상산곡육교(남이0),2,경기도,하남시,162.6,11.9,2,강박스거더교,B,DB-24,36,4.0,45.0,35224.0
상산곡육교(남이1),2,경기도,하남시,162.6,7.4,2,강박스거더교,B,DB-24,22,4.0,45.0,35224.0
상산곡육교(하남0),2,경기도,하남시,162.6,11.9,2,강박스거더교,B,DB-24,36,4.0,45.0,35224.0
상산곡육교(하남1),2,경기도,하남시,162.6,7.4,2,강박스거더교,B,DB-24,22,4.0,45.0,35224.0
산곡천3교(남이0),3,경기도,하남시,60.0,11.9,2,RC중공슬래브교,B,DB-24,36,3.0,20.0,65093.0
산곡천3교(남이1),3,경기도,하남시,60.0,7.4,2,RC중공슬래브교,B,DB-24,22,3.0,20.0,65093.0
산곡천3교(하남0),3,경기도,하남시,60.0,11.9,2,RC중공슬래브교,B,DB-24,36,3.0,20.0,65093.0
산곡천3교(하남1),3,경기도,하남시,60.0,7.4,2,RC중공슬래브교,B,DB-24,22,3.0,20.0,65093.0
하산곡교(남이0),기타,경기도,하남시,19.8,15.9,2,라멘교,B,DB-24,36,1.0,19.8,65093.0
하산곡교(남이1),기타,경기도,하남시,19.8,8.0,2,라멘교,A,DB-24,22,1.0,19.8,65093.0
하산곡교(하남0),기타,경기도,하남시,19.8,15.9,2,라멘교,B,DB-24,36,1.0,19.8,65093.0
하산곡교(하남1),기타,경기도,하남시,19.8,8.2,2,라멘교,A,DB-24,22,1.0,19.8,65093.0
산곡천2교(남이0),3,경기도,하남시,39.0,11.9,2,RC중공슬래브교,B,DB-24,36,3.0,15.0,65093.0
산곡천2교(남이1),3,경기도,하남시,39.0,9.4,2,RC중공슬래브교,B,DB-24,22,3.0,15.0,65093.0
산곡천2교(하남0),3,경기도,하남시,39.0,11.9,2,RC중공슬래브교,B,DB-24,36,3.0,15.0,65093.0
산곡천2교(하남1),3,경기도,하남시,39.0,8.4,2,RC중공슬래브교,B,DB-24,22,3.0,15.0,65093.0
산곡천1교(남이),3,경기도,하남시,80.0,12.0,2,라멘교,B,DB-24,22,4.0,20.0,65093.0
산곡천1교(하남),3,경기도,하남시,80.0,12.0,2,라멘교,B,DB-24,22,4.0,20.0,65093.0
천현교(남이0),3,경기도,하남시,50.0,11.9,2,라멘교,B,DB-24,36,3.0,18.0,65093.0
천현교(남이1),3,경기도,하남시,50.0,12.5,3,라멘교,A,DB-24,22,3.0,18.0,65093.0
천현교(하남0),3,경기도,하남시,50.0,11.9,2,라멘교,B,DB-24,36,3.0,18.0,65093.0
천현교(하남1),3,경기도,하남시,50.0,10.5,2,라멘교,B,DB-24,22,3.0,18.0,65093.0
하남IC교(남이),3,경기도,하남시,43.0,22.6,2,강박스거더교,B,DB-24,22,1.0,43.0,65093.0
하남IC교(하남),3,경기도,하남시,43.0,18.4,2,강박스거더교,B,DB-24,22,1.0,43.0,65093.0
하남IC3교,기타,경기도,하남시,15.0,8.0,1,라멘교,A,DB-24,22,1.0,15.0,65093.0
하남IC1교,기타,경기도,하남시,14.8,8.0,1,라멘교,A,DB-24,22,1.0,14.8,65093.0
하남IC4교,1,경기도,하남시,216.0,12.6,2,강박스거더교,B,DB-24,22,4.0,65.0,65093.0
하남IC2교,1,경기도,하남시,182.0,12.6,2,강박스거더교,B,DB-24,22,3.0,66.0,65093.0
천현1교(남이),기타,경기도,하남시,14.4,23.0,5,라멘교,A,DB-24,22,1.0,14.4,74173.0
천현1교(하남),기타,경기도,하남시,14.4,23.0,5,라멘교,A,DB-24,22,1.0,14.4,74173.0
샘재1교(남이),기타,경기도,하남시,8.0,23.0,5,라멘교,A,DB-24,22,1.0,8.0,74173.0
샘재1교(하남),기타,경기도,하남시,8.0,23.0,5,라멘교,A,DB-24,22,1.0,8.0,74173.0
샘재교(남이0),기타,경기도,하남시,7.0,14.7,4,라멘교,B,DB-24,36,1.0,7.0,74173.0
샘재교(남이1),기타,경기도,하남시,7.0,12.1,1,라멘교,A,DB-24,22,1.0,7.0,74173.0
샘재교(하남0),기타,경기도,하남시,7.0,14.7,4,라멘교,B,DB-24,36,1.0,7.0,74173.0
샘재교(하남1),기타,경기도,하남시,7.0,12.1,1,라멘교,A,DB-24,22,1.0,7.0,74173.0
덕풍천교(남이0),3,경기도,하남시,80.0,20.8,5,RC중공슬래브교,B,DB-24,36,4.0,20.0,74173.0
덕풍천교(남이1),3,경기도,하남시,80.0,12.0,1,RC중공슬래브교,B,DB-24,22,4.0,20.0,74173.0
덕풍천교(하남0),3,경기도,하남시,80.0,20.8,5,RC중공슬래브교,B,DB-24,36,4.0,20.0,74173.0
덕풍천교(하남1),3,경기도,하남시,80.0,12.0,1,RC중공슬래브교,B,DB-24,22,4.0,20.0,74173.0
덕풍교(남이0),기타,경기도,하남시,10.4,23.3,6,라멘교,B,DB-24,36,1.0,10.4,74173.0
