교량명,시설물종별등급구분,시도명,시군구명,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수
삼리1교(하남),3,경기도,광주시,37.354145,127.320835,37.354145,127.320835,40.0,19.0,2,라멘교,A,DB-24,22
삼리교(이천),2,경기도,광주시,37.362896,127.318287,37.362896,127.318287,125.0,12.2,2,강박스거더교,B,DB-24,22
삼리교(하남),2,경기도,광주시,37.362896,127.318287,37.362896,127.318287,125.0,12.2,2,강박스거더교,B,DB-24,22
곤지암천1교(이천),2,경기도,광주시,37.362896,127.318287,37.362896,127.318287,150.0,12.2,2,PSCI거더교,B,DB-24,22
곤지암천1교(하남),2,경기도,광주시,37.362896,127.318287,37.362896,127.318287,150.0,12.2,2,PSCI거더교,B,DB-24,22
늑현교(이천),기타,경기도,광주시,37.362896,127.318287,37.362896,127.318287,15.0,12.7,2,라멘교,B,DB-24,22
늑현교(하남),기타,경기도,광주시,37.362896,127.318287,37.362896,127.318287,15.0,12.7,2,라멘교,A,DB-24,22
초월1교(이천),3,경기도,광주시,37.380842,127.31614,37.380842,127.31614,60.0,12.2,2,PSCI거더교,B,DB-24,22
초월1교(하남),3,경기도,광주시,37.380842,127.31614,37.380842,127.31614,60.0,12.2,2,PSCI거더교,B,DB-24,22
선동1교(이천),기타,경기도,광주시,37.380842,127.31614,37.380842,127.31614,15.0,12.2,2,라멘교,A,DB-24,22
선동1교(하남),기타,경기도,광주시,37.380842,127.31614,37.380842,127.31614,15.0,12.2,2,라멘교,A,DB-24,22
신월1교(이천),기타,경기도,광주시,37.415016,127.302712,37.415016,127.302712,15.0,12.2,2,라멘교,A,DB-24,22
신월1교(하남),기타,경기도,광주시,37.415016,127.302712,37.415016,127.302712,15.0,12.2,2,라멘교,A,DB-24,22
신월천1교(이천),3,경기도,광주군,37.415016,127.302712,37.415016,127.302712,90.0,12.2,2,PSCI거더교,B,DB-24,22
신월천1교(하남),3,경기도,광주시,37.415016,127.302712,37.415016,127.302712,90.0,12.2,2,PSCI거더교,B,DB-24,22
지월1교(이천),2,경기도,광주시,37.423375,127.298523,37.423375,127.298523,120.5,12.2,2,PSCI거더교,B,DB-24,22
지월1교(하남),2,경기도,광주시,37.423375,127.298523,37.423375,127.298523,120.5,12.2,2,PSCI거더교,B,DB-24,22
경안천1교(이천),2,경기도,광주시,37.432113,127.295863,37.432113,127.295863,271.3,12.6,2,PSCI거더교,B,DB-24,22
경안천1교(하남),2,경기도,광주시,37.432113,127.295863,37.432113,127.295863,271.3,12.6,2,PSCI거더교,B,DB-24,22
번천5교(이천),1,경기도,광주시,37.439368,127.289351,37.439368,127.289351,380.0,12.6,2,PSC박스거더교,B,DB-24,22
번천5교(하남),1,경기도,광주시,37.439368,127.289351,37.439368,127.289351,380.0,12.6,2,PSC박스거더교,B,DB-24,22
번천4교(이천),1,경기도,광주시,37.44472,127.280278,37.44472,127.280278,430.0,12.1,2,PSC박스거더교,B,DB-24,22
번천4교(하남),1,경기도,광주시,37.44472,127.280278,37.44472,127.280278,430.0,12.1,2,PSC박스거더교,B,DB-24,22
번천교(이천),기타,경기도,광주시,37.450058,127.271173,37.450058,127.271173,15.0,21.4,2,라멘교,A,DB-24,22
번천교(하남),기타,경기도,광주시,37.450058,127.271173,37.450058,127.271173,15.0,21.4,2,라멘교,A,DB-24,22
천진암교(이천),1,경기도,광주시,37.452869,127.260476,37.452869,127.260476,339.6,12.2,2,강박스거더교,B,DB-24,22
천진암교(하남),1,경기도,광주군,37.452869,127.260476,37.452869,127.260476,339.6,12.2,2,강박스거더교,B,DB-24,22
엄미4교(이천),기타,경기도,광주군,37.469027,127.252815,37.469027,127.252815,11.0,13.0,2,라멘교,A,DB-24,22
엄미4교(하남),기타,경기도,광주군,37.469027,127.252815,37.469027,127.252815,11.0,13.0,2,라멘교,A,DB-24,22
엄미교(이천),2,경기도,광주시,37.476528,127.246579,37.476528,127.246579,150.0,12.6,2,PSCI거더교,B,DB-24,22
엄미교(하남),2,경기도,광주시,37.476528,127.246579,37.476528,127.246579,150.0,12.6,2,PSCI거더교,B,DB-24,22
호법5육교(강릉0),3,경기도,이천시,37.240676,127.425507,37.240676,127.425507,90.0,8.5,1,강박스거더교,B,DB-24,36
호법5육교(강릉1),3,경기도,이천시,37.240676,127.425507,37.240676,127.425507,90.0,7.7,2,강박스거더교,A,DB-24,20
호법4육교(강릉0),3,경기도,이천시,37.240676,127.425507,37.240676,127.425507,45.0,8.4,1,라멘교,B,DB-24,36
호법4육교(강릉1),3,경기도,이천시,37.240676,127.425507,37.240676,127.425507,45.0,4.0,1,라멘교,B,DB-24,20
장암천교(남이0),2,경기도,이천시,37.240676,127.425507,37.240676,127.425507,150.0,11.5,3,RCT거더교,B,DB-24,36
장암천교(남이1),2,경기도,이천시,37.240676,127.425507,37.240676,127.425507,150.0,12.0,3,RCT거더교,B,DB-24,36
장암천교(남이2),2,경기도,이천시,37.240676,127.425507,37.240676,127.425507,150.0,6.2,1,RCT거더교,B,DB-24,22
장암천교(남이3),2,경기도,이천시,37.240676,127.425507,37.240676,127.425507,150.0,12.7,3,RCT거더교,B,DB-24,22
장암천교(하남0),2,경기도,이천시,37.240676,127.425507,37.240676,127.425507,150.0,15.1,3,RCT거더교,B,DB-24,36
장암천교(하남1),2,경기도,이천시,37.240676,127.425507,37.240676,127.425507,150.0,7.8,2,RCT거더교,B,DB-24,22
안평육교(남이0),3,경기도,이천시,37.240676,127.425507,37.240676,127.425507,47.0,21.7,2,라멘교,B,DB-24,36
안평육교(남이1),3,경기도,이천시,37.240676,127.425507,37.240676,127.425507,47.0,9.8,2,라멘교,B,DB-24,22
안평육교(하남0),3,경기도,이천시,37.240676,127.425507,37.240676,127.425507,47.0,21.7,2,라멘교,B,DB-24,36
안평육교(하남1),3,경기도,이천시,37.240676,127.425507,37.240676,127.425507,47.0,9.8,2,라멘교,B,DB-24,22
목리교(남이),3,경기도,이천시,37.26957,127.39968,37.26957,127.39968,24.0,12.4,2,라멘교,B,DB-24,36
목리교(하남),3,경기도,이천시,37.26957,127.39968,37.26957,127.39968,24.0,12.4,2,라멘교,B,DB-24,36
서이천IC4교(남이),기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,15.0,12.4,2,라멘교,A,DB-24,22
서이천IC4교(하남),기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,15.0,12.4,2,라멘교,A,DB-24,22
서이천IC5교,기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,13.0,12.4,1,라멘교,A,DB-24,22
장암천1교(남이),기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,15.0,11.9,2,라멘교,A,DB-24,22
장암천1교(하남),기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,15.0,11.9,2,라멘교,A,DB-24,22
서이천IC교(남이),기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,16.9,12.4,2,라멘교,A,DB-24,22
서이천IC교(하남),기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,16.9,12.4,2,라멘교,A,DB-24,22
장암교(남이),기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,12.0,11.7,2,라멘교,A,DB-24,22
장암교(하남),기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,12.0,11.7,2,라멘교,A,DB-24,22
서이천IC1교,기타,경기도,이천시,37.276325,127.392217,37.276325,127.392217,12.0,8.5,1,라멘교,A,DB-24,22
고척교(남이),기타,경기도,이천시,37.290488,127.378299,37.290488,127.378299,12.0,12.2,2,라멘교,A,DB-24,22
고척교(하남),기타,경기도,이천시,37.290488,127.378299,37.290488,127.378299,12.0,12.2,2,라멘교,A,DB-24,22
용면1교(남이),기타,경기도,이천시,37.295461,127.369259,37.295461,127.369259,13.0,18.0,2,라멘교,A,DB-24,22
용면1교(하남),기타,경기도,이천시,37.295461,127.369259,37.295461,127.369259,13.0,18.0,2,라멘교,A,DB-24,22
용면교(남이),2,경기도,이천시,37.301118,127.361162,37.301118,127.361162,150.0,11.9,2,PSCI거더교,B,DB-24,36
용면교(하남),2,경기도,이천시,37.301118,127.361162,37.301118,127.361162,150.0,11.9,2,PSCI거더교,B,DB-24,36
진우육교(남이),3,경기도,광주시,37.32945,127.334422,37.32945,127.334422,39.0,11.9,2,PSC슬래브교,B,DB-24,36
진우육교(하남),3,경기도,광주시,37.32945,127.334422,37.32945,127.334422,39.0,11.9,2,PSC슬래브교,B,DB-24,36
노곡천교(남이),2,경기도,광주시,37.336496,127.327415,37.336496,127.327415,120.1,11.9,2,RC중공슬래브교,B,DB-24,36
노곡천교(하남),2,경기도,광주시,37.336496,127.327415,37.336496,127.327415,120.1,11.9,2,RC중공슬래브교,B,DB-24,36
궁평교(남이),3,경기도,광주시,37.336496,127.327415,37.336496,127.327415,60.0,12.2,2,PSCI거더교,B,DB-24,22
궁평교(하남),3,경기도,광주시,37.336496,127.327415,37.336496,127.327415,60.0,12.2,2,PSCI거더교,B,DB-24,22
곤지암2육교(남이),3,경기도,광주시,37.353643,127.320539,37.353643,127.320539,55.0,15.4,2,RC중공슬래브교,B,DB-24,36
곤지암2육교(하남),3,경기도,광주시,37.353643,127.320539,37.353643,127.320539,55.0,15.4,2,RC중공슬래브교,B,DB-24,36
곤지암1육교(남이),기타,경기도,광주시,37.353643,127.320539,37.353643,127.320539,12.0,27.7,2,라멘교,B,DB-24,36
곤지암1육교(하남0),기타,경기도,광주시,37.353643,127.320539,37.353643,127.320539,12.0,13.6,2,라멘교,B,DB-24,36
곤지암1육교(하남1),기타,경기도,광주시,37.353643,127.320539,37.353643,127.320539,12.0,8.0,2,라멘교,B,DB-24,36
삼리2육교(남이),기타,경기도,광주시,37.353643,127.320539,37.353643,127.320539,12.0,14.1,2,라멘교,B,DB-24,36
삼리2육교(하남),기타,경기도,광주시,37.353643,127.320539,37.353643,127.320539,12.0,14.1,2,라멘교,B,DB-24,36
곤지암3육교,3,경기도,광주시,37.353643,127.320539,37.353643,127.320539,70.0,16.6,2,RC중공슬래브교,B,DB-24,36
삼리1육교(남이),3,경기도,광주시,37.36239,127.317959,37.36239,127.317959,80.0,11.9,2,RC중공슬래브교,B,DB-24,36
삼리1육교(하남),3,경기도,광주시,37.36239,127.317959,37.36239,127.317959,80.0,11.9,2,RC중공슬래브교,B,DB-24,36
곤지암천교(남이),2,경기도,광주시,37.36239,127.317959,37.36239,127.317959,150.0,11.9,2,PSC중공슬래브교,B,DB-24,36
곤지암천교(하남),2,경기도,광주시,37.36239,127.317959,37.36239,127.317959,150.0,11.9,2,PSC중공슬래브교,B,DB-24,36
늑현육교(남이),기타,경기도,광주시,37.36239,127.317959,37.36239,127.317959,13.0,11.9,2,라멘교,B,DB-24,36
늑현육교(하남),기타,경기도,광주시,37.36239,127.317959,37.36239,127.317959,13.0,11.9,2,라멘교,B,DB-24,36
초월교(남이),3,경기도,광주시,37.380331,127.315818,37.380331,127.315818,50.0,11.9,2,PSC중공슬래브교,B,DB-24,36
초월교(하남),3,경기도,광주시,37.380331,127.315818,37.380331,127.315818,50.0,11.9,2,PSC중공슬래브교,B,DB-24,36
선동교(남이),기타,경기도,광주시,37.380331,127.315818,37.380331,127.315818,15.0,12.2,2,라멘교,A,DB-24,22
선동교(하남),기타,경기도,광주시,37.380331,127.315818,37.380331,127.315818,15.0,12.2,2,라멘교,A,DB-24,22
신월교(남이),기타,경기도,광주시,37.414425,127.302273,37.414425,127.302273,15.0,11.7,2,라멘교,A,DB-24,22
신월교(하남),기타,경기도,광주시,37.414425,127.302273,37.414425,127.302273,15.0,11.7,2,라멘교,A,DB-24,22
신월천교(남이),3,경기도,광주시,37.414425,127.302273,37.414425,127.302273,75.0,11.9,2,PSCI거더교,B,DB-24,36
신월천교(하남),3,경기도,광주시,37.414425,127.302273,37.414425,127.302273,75.0,11.9,2,PSCI거더교,B,DB-24,36
지월교(남이),3,경기도,광주시,37.422788,127.298141,37.422788,127.298141,50.0,12.4,2,PSCI거더교,B,DB-24,36
지월교(하남),3,경기도,광주시,37.422788,127.298141,37.422788,127.298141,50.0,12.4,2,PSCI거더교,B,DB-24,36
경안천교(남이),2,경기도,광주시,37.431518,127.295362,37.431518,127.295362,300.0,12.4,2,PSCI거더교,B,DB-24,36
경안천교(하남),2,경기도,광주시,37.431518,127.295362,37.431518,127.295362,300.0,12.4,2,PSCI거더교,B,DB-24,36
번천3교(남이),2,경기도,광주시,37.438927,127.289125,37.438927,127.289125,405.0,12.4,2,PSC박스거더교,B,DB-24,36
번천3교(하남),2,경기도,광주군,37.438927,127.289125,37.438927,127.289125,405.0,12.4,2,PSC박스거더교,B,DB-24,36
번천2교(남이),2,경기도,광주시,37.444203,127.279973,37.444203,127.279973,150.0,12.4,2,PSCI거더교,B,DB-24,36
번천2교(하남),2,경기도,광주시,37.444203,127.279973,37.444203,127.279973,120.0,12.4,2,PSCI거더교,B,DB-24,36
번천1교(남이),2,경기도,광주시,37.444203,127.279973,37.444203,127.279973,120.0,14.2,2,PSCI거더교,B,DB-24,36
번천1교(하남),2,경기도,광주시,37.444203,127.279973,37.444203,127.279973,120.0,14.2,2,PSCI거더교,B,DB-24,36
광주IC육교(남이),3,경기도,광주시,37.447946,127.269718,37.447946,127.269718,64.0,14.1,2,RC중공슬래브교,B,DB-24,36
광주IC육교(하남),3,경기도,광주시,37.447946,127.269718,37.447946,127.269718,64.0,14.1,2,RC중공슬래브교,B,DB-24,36
광주3교,2,경기도,광주시,37.447946,127.269718,37.447946,127.269718,100.0,8.5,1,PSCI거더교,B,DB-24,36
광주1교(남이),3,경기도,광주시,37.447946,127.269718,37.447946,127.269718,68.0,8.3,1,PSCI거더교,B,DB-24,36
광주1교(하남),3,경기도,광주시,37.447946,127.269718,37.447946,127.269718,68.0,8.3,1,PSCI거더교,B,DB-24,36
광주2교,3,경기도,광주시,37.447946,127.269718,37.447946,127.269718,80.0,8.5,1,RC중공슬래브교,B,DB-24,36
천진암육교(남이),3,경기도,광주시,37.451325,127.259243,37.451325,127.259243,50.0,11.9,2,라멘교,B,DB-24,36
천진암육교(하남),3,경기도,광주시,37.451325,127.259243,37.451325,127.259243,50.0,11.9,2,라멘교,B,DB-24,36
광지원2교(남이),1,경기도,광주시,37.457998,127.252117,37.457998,127.252117,250.0,12.4,2,강박스거더교,B,DB-24,36
광지원2교(하남),2,경기도,광주시,37.457998,127.252117,37.457998,127.252117,249.1,12.4,2,강박스거더교,B,DB-24,36
광지원1교(남이),2,경기도,광주시,37.466765,127.249511,37.466765,127.249511,305.0,12.4,2,PSC박스거더교,B,DB-24,36
광지원1교(하남),2,경기도,광주시,37.466765,127.249511,37.466765,127.249511,305.0,12.4,2,PSC박스거더교,B,DB-24,36
엄미3교(남이),기타,경기도,광주시,37.466765,127.249511,37.466765,127.249511,16.0,16.6,2,라멘교,B,DB-24,36
엄미3교(하남),기타,경기도,광주시,37.466765,127.249511,37.466765,127.249511,16.0,16.6,2,라멘교,B,DB-24,36
엄미2교(남이),2,경기도,광주시,37.466765,127.249511,37.466765,127.249511,135.0,12.4,2,PSC박스거더교,B,DB-24,36
엄미2교(하남),2,경기도,광주시,37.466765,127.249511,37.466765,127.249511,135.0,12.4,2,PSC박스거더교,B,DB-24,36
엄미1교(남이),2,경기도,광주시,37.475421,127.24646,37.475421,127.24646,199.5,12.4,2,강박스거더교,B,DB-24,36
엄미1교(하남),1,경기도,광주시,37.475421,127.24646,37.475421,127.24646,200.0,12.4,2,강박스거더교,B,DB-24,36
상산곡교(남이0),2,경기도,하남시,37.492139,127.238442,37.492139,127.238442,180.0,13.8,2,강플레이트거더교,B,DB-24,36
상산곡교(남이1),2,경기도,하남시,37.492139,127.238442,37.492139,127.238442,180.0,8.6,2,강플레이트거더교,B,DB-24,22
상산곡교(하남0),2,경기도,하남시,37.492139,127.238442,37.492139,127.238442,180.0,11.9,2,강플레이트거더교,B,DB-24,36
상산곡교(하남1),2,경기도,하남시,37.492139,127.238442,37.492139,127.238442,180.0,7.4,2,강플레이트거더교,B,DB-24,22
상산곡육교(남이0),2,경기도,하남시,37.499967,127.232847,37.499967,127.232847,162.6,11.9,2,강박스거더교,B,DB-24,36
상산곡육교(남이1),2,경기도,하남시,37.499967,127.232847,37.499967,127.232847,162.6,7.4,2,강박스거더교,B,DB-24,22
상산곡육교(하남0),2,경기도,하남시,37.499967,127.232847,37.499967,127.232847,162.6,11.9,2,강박스거더교,B,DB-24,36
상산곡육교(하남1),2,경기도,하남시,37.499967,127.232847,37.499967,127.232847,162.6,7.4,2,강박스거더교,B,DB-24,22
산곡천3교(남이0),3,경기도,하남시,37.507794,127.227249,37.507794,127.227249,60.0,11.9,2,RC중공슬래브교,B,DB-24,36
산곡천3교(남이1),3,경기도,하남시,37.507794,127.227249,37.507794,127.227249,60.0,7.4,2,RC중공슬래브교,B,DB-24,22
산곡천3교(하남0),3,경기도,하남시,37.507794,127.227249,37.507794,127.227249,60.0,11.9,2,RC중공슬래브교,B,DB-24,36
산곡천3교(하남1),3,경기도,하남시,37.507794,127.227249,37.507794,127.227249,60.0,7.4,2,RC중공슬래브교,B,DB-24,22
하산곡교(남이0),기타,경기도,하남시,37.507794,127.227249,37.507794,127.227249,19.8,15.9,2,라멘교,B,DB-24,36
하산곡교(남이1),기타,경기도,하남시,37.507794,127.227249,37.507794,127.227249,19.8,8.0,2,라멘교,A,DB-24,22
하산곡교(하남0),기타,경기도,하남시,37.507794,127.227249,37.507794,127.227249,19.8,15.9,2,라멘교,B,DB-24,36
하산곡교(하남1),기타,경기도,하남시,37.507794,127.227249,37.507794,127.227249,19.8,8.2,2,라멘교,A,DB-24,22
산곡천2교(남이0),3,경기도,하남시,37.507794,127.227249,37.507794,127.227249,39.0,11.9,2,RC중공슬래브교,B,DB-24,36
산곡천2교(남이1),3,경기도,하남시,37.507794,127.227249,37.507794,127.227249,39.0,9.4,2,RC중공슬래브교,B,DB-24,22
산곡천2교(하남0),3,경기도,하남시,37.507794,127.227249,37.507794,127.227249,39.0,11.9,2,RC중공슬래브교,B,DB-24,36
산곡천2교(하남1),3,경기도,하남시,37.507794,127.227249,37.507794,127.227249,39.0,8.4,2,RC중공슬래브교,B,DB-24,22
산곡천1교(남이),3,경기도,하남시,37.5157,127.2219,37.5157,127.2219,80.0,12.0,2,라멘교,B,DB-24,22
산곡천1교(하남),3,경기도,하남시,37.5157,127.2219,37.5157,127.2219,80.0,12.0,2,라멘교,B,DB-24,22
천현교(남이0),3,경기도,하남시,37.524709,127.220222,37.524709,127.220222,50.0,11.9,2,라멘교,B,DB-24,36
천현교(남이1),3,경기도,하남시,37.524709,127.220222,37.524709,127.220222,50.0,12.5,3,라멘교,A,DB-24,22
천현교(하남0),3,경기도,하남시,37.524709,127.220222,37.524709,127.220222,50.0,11.9,2,라멘교,B,DB-24,36
천현교(하남1),3,경기도,하남시,37.524709,127.220222,37.524709,127.220222,50.0,10.5,2,라멘교,B,DB-24,22
하남IC교(남이),3,경기도,하남시,37.524709,127.220222,37.524709,127.220222,43.0,22.6,2,강박스거더교,B,DB-24,22
하남IC교(하남),3,경기도,하남시,37.524709,127.220222,37.524709,127.220222,43.0,18.4,2,강박스거더교,B,DB-24,22
하남IC3교,기타,경기도,하남시,37.524709,127.220222,37.524709,127.220222,15.0,8.0,1,라멘교,A,DB-24,22
하남IC1교,기타,경기도,하남시,37.524709,127.220222,37.524709,127.220222,14.8,8.0,1,라멘교,A,DB-24,22
하남IC4교,1,경기도,하남시,37.524709,127.220222,37.524709,127.220222,216.0,12.6,2,강박스거더교,B,DB-24,22
하남IC2교,1,경기도,하남시,37.524709,127.220222,37.524709,127.220222,182.0,12.6,2,강박스거더교,B,DB-24,22
천현1교(남이),기타,경기도,하남시,37.531062,127.213417,37.531062,127.213417,14.4,23.0,5,라멘교,A,DB-24,22
천현1교(하남),기타,경기도,하남시,37.531062,127.213417,37.531062,127.213417,14.4,23.0,5,라멘교,A,DB-24,22
샘재1교(남이),기타,경기도,하남시,37.531062,127.213417,37.531062,127.213417,8.0,23.0,5,라멘교,A,DB-24,22
