교량명,시설물종별등급구분,시도명,시군구명,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수
오도교,1,경기도,파주시,37.755658,126.721549,37.753084,126.722693,240.0,24.9,4,강박스거더교,B,DB-24,9
옥석교,3,경기도,파주시,37.812766,126.783994,37.812895,126.785617,135.0,8.0,2,RC슬래브교,B,DB-24,24
운정육교(명칭변경:한울교),2,경기도,파주시,37.707865,126.734554,37.70744,126.734102,50.0,22.8,4,기타,C,DB-24,12
전흥교,3,경기도,파주시,37.801863,126.718139,37.801786,126.718131,26.5,15.0,2,RC슬래브교,B,DB-24,27
헤이리1교,3,경기도,파주시,37.788468,126.693934,37.788365,126.694378,23.0,7.5,2,기타,B,DB-24,22
협동교,3,경기도,파주시,37.786847,126.87997,37.786203,126.879806,73.0,11.4,2,RC슬래브교,B,DB-24,41
황룡과선교,2,경기도,파주시,37.721133,126.764779,37.721418,126.765533,197.0,4.0,2,강박스거더교,B,DB-24,9
운정IC램프3교,1,경기도,파주시,37.708897,126.728721,37.7088,126.729878,100.0,11.9,2,기타,B,DB-24,12
(구)어유1교,3,경기도,파주시,37.992741,126.985469,37.993117,126.985924,62.0,8.6,2,강플레이트거더교,C,기타,56
마지2교,3,경기도,파주시,37.953758,126.92039,37.953956,126.920674,36.0,6.0,2,RC슬래브교,C,기타,38
백석2교,3,경기도,파주시,37.812246,126.803636,37.811814,126.803768,50.0,10.0,2,RC슬래브교,C,DB-24,28
아가메교,3,경기도,파주시,37.821276,126.78314,37.821112,126.784486,120.0,6.0,2,PSC슬래브교,C,기타,24
백석새마을교,3,경기도,파주시,37.801362,126.810227,37.800231,126.810559,135.0,6.0,2,RC슬래브교,C,DB-18,24
부곡교,3,경기도,파주시,37.803487,126.833857,37.802765,126.834352,105.0,6.0,2,RC슬래브교,C,DB-24,24
연풍3교,3,경기도,파주시,37.827575,126.830978,37.82807,126.830827,60.0,6.0,2,RCT거더교,B,DB-24,22
돈실교,3,경기도,이천시,37.198428,127.384519,37.198686,127.384544,23.0,11.0,2,라멘교,B,DB-24,24
용마교,3,경기도,이천시,37.302051,127.388424,37.302138,127.38866,21.0,9.0,2,라멘교,C,DB-24,26
장호원육교,1,경기도,이천시,37.115688,127.622191,37.115004,127.623226,120.0,17.5,4,강박스거더교,B,DB-24,27
당왕고가차도,2,경기도,안성시,37.022216,127.264098,37.021454,127.270108,130.0,17.0,4,강박스거더교,B,DB-24,25
금석교,3,경기도,안성시,37.001628,127.237482,37.001834,127.238047,56.0,10.0,2,RC슬래브교,B,DB-18,30
보동2교,2,경기도,안성시,37.060891,127.235812,37.05989,127.23618,110.0,8.0,2,RCT거더교,B,DB-18,21
사갑교,3,경기도,안성시,36.935175,127.248739,36.935453,127.249111,50.0,10.0,2,라멘교,B,DB-24,25
옥산대교,2,경기도,안성시,37.002014,127.250426,37.000851,127.250349,120.0,25.0,4,RC슬래브교,B,DB-24,25
옥천교,2,경기도,안성시,37.004082,127.277821,37.002854,127.278715,142.0,16.0,4,RC슬래브교,B,DB-24,27
현수교,3,경기도,안성시,36.999674,127.286038,36.999621,127.286266,22.0,11.0,2,라멘교,B,DB-24,26
외가천교,3,경기도,안성시,37.039503,127.126327,37.039276,127.126644,38.0,9.0,2,RC슬래브교,B,DB-24,34
아송교,3,경기도,안성시,37.114872,127.423809,37.11395,127.42302,120.0,7.0,2,RC중공슬래브교,B,DB-24,29
양변교,기타,경기도,안성시,36.960525,127.246791,36.960534,127.246335,30.0,18.8,4,강박스거더교,B,DB-24,10
가사교,3,경기도,안성시,37.020852,127.288294,37.02071,127.288611,30.0,20.0,4,라멘교,B,DB-18,16
안성천교,2,경기도,안성시,36.987417,127.207367,36.986127,127.20848,175.0,9.0,2,PSC박스거더교,B,DB-24,27
금석천교(천안),2,경기도,안성시,37.003332,127.239434,37.002878,127.239433,57.0,10.0,2,기타,B,DB-24,10
금석천교(양성),2,경기도,안성시,37.003353,127.239513,37.002861,127.239443,57.0,10.0,2,기타,B,DB-24,10
원곡물류단지램프교,1,경기도,안성시,37.048463,127.161303,37.047808,127.159795,140.0,8.0,1,강박스거더교,B,DB-18,9
고삼대교,2,경기도,안성시,37.064383,127.256076,37.06359,127.256163,120.0,10.0,2,PSCI거더교,B,DB-24,31
두메교,3,경기도,안성시,37.010661,127.424789,37.010535,127.426097,120.0,8.0,2,RCT거더교,B,DB-24,12
고지2교,3,경기도,안성시,36.961331,127.214155,36.962083,127.214472,94.0,11.0,1,PSCI거더교,B,DB-24,16
무능교,3,경기도,안성시,37.055266,127.225184,37.054864,127.225964,86.0,13.0,2,프리플렉스거더교,C,DB-24,15
금광2교,3,경기도,안성시,36.998484,127.320743,36.999105,127.320777,70.0,12.0,2,RC슬래브교,C,DB-24,21
고지교,3,경기도,안성시,36.964667,127.211593,36.965097,127.212134,67.0,10.0,1,RC슬래브교,C,DB-24,26
관음교,3,경기도,안성시,37.070809,127.419291,37.07127,127.419029,58.0,15.0,2,RC슬래브교,C,DB-24,28
고지1교,3,경기도,안성시,36.96455,127.215515,36.965034,127.215721,55.0,11.0,2,PSCI거더교,B,DB-18,16
마전교,3,경기도,안성시,37.032083,127.337606,37.03241,127.337427,51.0,6.0,1,라멘교,C,DB-24,20
노곡2교,3,경기도,안성시,37.108279,127.2474,37.108125,127.247644,44.0,8.0,2,라멘교,C,DB-18,33
도기교(도기1교),3,경기도,안성시,36.995084,127.269997,36.99544,127.270041,42.0,10.0,2,RC슬래브교,B,DB-24,27
대농교,3,경기도,안성시,37.062359,127.268926,37.06271,127.268882,33.0,10.0,2,라멘교,B,DB-24,26
강산교(강신교),3,경기도,안성시,36.946587,127.222604,36.946539,127.223003,40.0,6.0,1,라멘교,B,DB-24,27
내가천교,3,경기도,안성시,37.039445,127.126391,37.039229,127.126678,38.0,9.0,2,RC슬래브교,C,DB-24,34
내우교,3,경기도,안성시,36.987692,127.300333,36.987895,127.300581,38.0,5.0,1,RC슬래브교,A,DB-18,33
곰다리교,3,경기도,안성시,36.98847,127.175083,36.988224,127.175363,29.0,10.0,2,라멘교,C,DB-24,25
노곡교,3,경기도,안성시,37.107451,127.245988,37.107753,127.245905,34.0,8.0,2,RC슬래브교,C,DB-24,28
보체교,3,경기도,안성시,36.96883,127.241238,36.968521,127.241394,32.0,6.0,1,라멘교,B,DB-24,27
거운교,3,경기도,안성시,37.117108,127.434373,37.117075,127.43462,32.0,12.0,2,RC슬래브교,B,DB-24,26
내리교,3,경기도,안성시,36.99763,127.229041,36.997512,127.229468,30.0,10.0,2,라멘교,B,DB-24,34
가사고가차도,2,경기도,안성시,37.012219,127.294259,37.011683,127.295367,115.0,9.0,2,강박스거더교,B,DB-18,16
불당교,3,경기도,안성시,36.985468,127.169788,36.985664,127.169744,25.0,9.0,2,프리플렉스거더교,B,DB-24,16
사흥교,3,경기도,안성시,37.001814,127.355961,37.001752,127.356264,35.0,8.0,1,프리플렉스거더교,B,DB-18,14
기솔천교,3,경기도,안성시,37.049236,127.342071,37.049333,127.342027,22.0,10.0,2,PSC슬래브교,B,DB-24,14
공도교,3,경기도,안성시,36.998335,127.165638,36.998384,127.165907,26.0,26.0,4,라멘교,C,DB-24,18
복평교(복평1교),3,경기도,안성시,37.03536,127.306354,37.035503,127.306619,24.0,8.0,2,RC슬래브교,B,DB-24,21
미산3교,3,경기도,안성시,37.121122,127.254646,37.121282,127.254723,24.0,11.0,2,라멘교,C,DB-24,31
미산2교,3,경기도,안성시,37.11609,127.254188,37.116099,127.254337,25.0,15.0,1,라멘교,C,DB-24,5
구수2교,3,경기도,안성시,36.968532,127.262627,36.968389,127.262486,21.0,7.0,1,RC슬래브교,B,DB-24,16
기보2교,3,경기도,안성시,37.037647,127.291816,37.037696,127.292139,30.0,6.0,2,RC슬래브교,C,DB-24,19
노곡1교,3,경기도,안성시,37.105636,127.234201,37.106003,127.234475,48.0,11.0,2,RC슬래브교,B,DB-24,26
동항교,3,경기도,안성시,37.063881,127.197046,37.064004,127.197266,20.0,11.0,2,RC슬래브교,B,DB-24,29
양변1교,3,경기도,안성시,36.946546,127.239231,36.946778,127.239338,20.0,8.0,2,라멘교,B,DB-24,10
화인텍교,3,경기도,안성시,36.966052,127.233509,36.965813,127.233603,31.6,13.5,2,라멘교,B,DB-24,18
옥산교,2,경기도,안성시,37.007373,127.2503,37.0063,127.250488,102.0,25.0,4,프리플렉스거더교,B,DB-24,18
가현교,3,경기도,김포시,37.675203,126.597965,37.675636,126.597976,47.0,8.0,2,PSCI거더교,B,DB-24,25
감암교,2,경기도,김포시,37.647538,126.704415,37.648647,126.702725,175.0,11.0,2,PSCI거더교,B,DB-24,27
걸포교,3,경기도,김포시,37.643116,126.701688,37.643088,126.701999,28.0,27.9,6,프리플렉스거더교,B,DB-24,17
계양천교(상),1,경기도,김포시,37.641334,126.706808,37.63966,126.710564,380.0,13.9,3,강박스거더교,B,DB-24,17
계양천교(하),1,경기도,김포시,37.639818,126.71059,37.641495,126.706851,380.0,13.9,3,강박스거더교,B,DB-24,17
고정교,기타,경기도,김포시,37.711117,126.604215,37.711127,126.604606,37.4,7.4,2,RC슬래브교,B,DB-18,33
귀전교,3,경기도,김포시,37.70606,126.611012,37.706223,126.611221,30.0,9.8,2,라멘교,B,DB-18,33
북변교,3,경기도,김포시,37.637439,126.715762,37.637243,126.716185,45.1,27.9,6,프리플렉스거더교,B,DB-24,17
사우1교,기타,경기도,김포시,37.624798,126.723071,37.625899,126.723928,17.0,4.2,1,RC슬래브교,B,DB-18,55
운양교,3,경기도,김포시,37.643054,126.694207,37.643078,126.694736,45.1,27.9,6,강박스거더교,B,DB-24,17
장기IC교,3,경기도,김포시,37.642734,126.686689,37.642744,126.687094,35.1,32.0,6,프리플렉스거더교,B,DB-24,17
향산교,기타,경기도,김포시,37.618679,126.739733,37.618925,126.740205,31.5,4.0,1,RCT거더교,B,DB-18,55
황금교,기타,경기도,김포시,37.630662,126.711242,37.630826,126.711386,24.0,13.0,4,라멘교,C,DB-24,29
계양천1교(일산),1,경기도,김포시,37.639469,126.705591,37.641576,126.710231,475.0,14.2,3,강박스거더교,B,DB-24,9
계양천1교(인천),1,경기도,김포시,37.641725,126.710129,37.639699,126.705596,470.0,14.2,3,강박스거더교,B,DB-24,14
나진육교,1,경기도,김포시,37.636202,126.692165,37.636425,126.693217,90.0,29.9,6,아치교,E,DB-24,9
감정1교,1,경기도,김포시,37.625923,126.685815,37.626732,126.686684,120.0,27.9,6,강박스거더교,B,DB-24,9
대보천교,2,경기도,김포시,37.601978,126.780873,37.602946,126.783328,250.0,9.9,2,강박스거더교,B,DB-24,12
장기IC고가차도교,1,경기도,김포시,37.641803,126.683417,37.642315,126.684483,110.0,20.3,4,사장교,B,DB-24,10
풀잎교,1,경기도,김포시,37.649103,126.69955,37.64913,126.700576,90.0,20.9,4,사장교,B,DB-24,12
운양IC램프E교,1,경기도,김포시,37.667166,126.668002,37.665936,126.666416,275.0,11.4,3,강박스거더교,B,DB-24,7
운양육교,2,경기도,김포시,37.661521,126.665523,37.66057,126.665165,110.0,27.9,6,PSCI거더교,B,DB-24,7
나진교,3,경기도,김포시,37.634432,126.695109,37.634134,126.695461,55.0,50.0,10,기타,B,DB-24,3
화산교,3,경기도,화성시,37.220143,127.027154,37.220673,127.026895,39.0,45.0,4,RC슬래브교,C,DB-24,42
대황교,기타,경기도,화성시,37.220805,127.027899,37.221116,127.02773,39.0,45.0,4,RC슬래브교,B,DB-24,42
발안1교,기타,경기도,화성시,37.131488,126.906796,37.131672,126.907198,40.0,12.0,2,RC슬래브교,B,DB-24,27
구문천교,3,경기도,화성시,37.086713,126.910618,37.086709,126.911256,40.0,11.0,2,RC슬래브교,B,DB-24,22
반송교,2,경기도,화성시,37.192764,127.082164,37.192756,127.083447,102.0,9.0,2,RC슬래브교,B,DB-24,25
병점육교,1,경기도,화성시,37.21007,127.032879,37.2084,127.028411,274.0,15.0,4,강박스거더교,B,DB-24,24
송산교,2,경기도,화성시,37.205892,127.022992,37.206369,127.023825,100.0,25.0,4,RC슬래브교,C,DB-24,27
호매실I.C교,3,경기도,화성시,37.248338,126.949505,37.248221,126.94957,30.0,24.8,4,PSCI거더교,B,DB-24,25
동탄교,기타,경기도,화성시,37.183504,127.087902,37.183912,127.08791,45.0,38.3,2,프리플렉스거더교,B,DB-24,14
송리교,기타,경기도,화성시,37.168044,127.085738,37.168375,127.085783,27.0,30.9,6,프리플렉스거더교,B,DB-24,14
오일교,기타,경기도,화성시,37.169469,126.979744,37.169407,126.979972,26.0,9.9,2,RC슬래브교,B,DB-24,29
하저교,3,경기도,화성시,37.177614,126.868689,37.177529,126.869212,45.0,9.0,2,RC중공슬래브교,B,DB-24,31
고매1교(상),1,경기도,화성시,37.221025,127.118752,37.216873,127.118323,450.7,11.0,2,강박스거더교,B,DB-24,8
고매1교(하),1,경기도,화성시,37.221025,127.118752,37.216873,127.118323,450.7,11.0,2,강박스거더교,B,DB-24,8
벌말교,1,경기도,화성시,37.200815,127.032656,37.201464,127.037763,475.1,24.4,6,강박스거더교,B,DB-24,15
청계교,2,경기도,화성시,37.204736,127.085588,37.204723,127.087181,141.0,37.5,8,프리플렉스거더교,B,DB-24,15
반월고가교(상),1,경기도,화성시,37.225902,127.076034,37.227884,127.070723,400.0,17.4,2,강박스거더교,B,DB-24,9
반월고가교(하),1,경기도,화성시,37.227743,127.070487,37.225718,127.076077,400.0,17.4,2,강박스거더교,B,DB-24,9
동탄2교,2,경기도,화성시,37.183605,127.092782,37.184084,127.09275,51.5,36.5,6,프리플렉스거더교,B,DB-24,10
남전천교,1,경기도,화성시,37.235887,126.858902,37.235122,126.85954,100.0,20.0,4,PSCI거더교,B,DB-24,6
남전교,기타,경기도,화성시,37.237517,126.857983,37.237321,126.858068,22.4,38.9,4,라멘교,A,DB-24,6
양노교,2,경기도,화성시,37.234013,126.860728,37.233658,126.861236,60.0,26.0,4,PSCI거더교,B,DB-24,6
비봉교,기타,경기도,화성시,37.23184,126.865668,37.231814,126.865952,22.8,50.0,4,기타,A,DB-24,6
양노1교,1,경기도,화성시,37.231537,126.872131,37.231512,126.874407,200.0,21.2,4,PSCI거더교,B,DB-24,6
양노2교,2,경기도,화성시,37.231578,126.877596,37.231602,126.878233,60.0,20.9,4,PSCI거더교,B,DB-24,6
양노3교,기타,경기도,화성시,37.231611,126.878678,37.231611,126.878875,11.2,32.3,4,기타,A,DB-24,6
양노4교,기타,경기도,화성시,37.231639,126.879574,37.231662,126.880041,40.0,26.1,4,PSCI거더교,A,DB-24,6
쌍학교,1,경기도,화성시,37.230386,126.897876,37.231129,126.90056,250.0,21.1,4,PSCI거더교,B,DB-24,6
개무교,기타,경기도,화성시,37.233856,126.907455,37.233953,126.907726,15.8,55.0,8,기타,A,DB-24,6
내리교,기타,경기도,화성시,37.237769,126.923668,37.23783,126.923879,15.0,52.0,4,RC박스거더교,A,DB-24,6
원평교,기타,경기도,화성시,37.238159,126.924828,37.238306,126.925332,45.0,21.1,4,PSCI거더교,A,DB-24,6
원평1교,2,경기도,화성시,37.2388,126.927048,37.238992,126.927693,60.0,21.1,4,PSCI거더교,B,DB-24,6
천천교,1,경기도,화성시,37.242443,126.935395,37.245067,126.938419,394.0,21.1,4,강박스거더교,B,DB-24,6
백학IC1교,기타,경기도,화성시,37.232214,126.880378,37.232365,126.879984,40.0,7.9,1,강박스거더교,A,DB-24,6
샘내IC1교,1,경기도,화성시,37.242333,126.935576,37.243338,126.937057,167.5,7.9,1,강박스거더교,B,DB-24,6
샘내IC2교,1,경기도,화성시,37.243937,126.936251,37.242612,126.934939,190.0,7.9,1,강박스거더교,B,DB-24,6
천천IC1교,1,경기도,화성시,37.249242,126.949152,37.249413,126.950688,135.0,17.4,3,강박스거더교,B,DB-24,6
천천IC2교,기타,경기도,화성시,37.248293,126.949601,37.248161,126.949578,15.0,24.8,2,라멘교,A,DB-24,6
독줄교,3,경기도,화성시,37.072947,126.94726,37.072886,126.947651,36.0,8.0,2,RC슬래브교,C,DB-24,28
로사리오교,3,경기도,화성시,37.207466,126.816046,37.206999,126.816126,36.0,11.0,2,라멘교,B,DB-24,30
무봉교,3,경기도,화성시,37.165492,126.840706,37.165441,126.841165,44.0,6.0,1,PSC박스거더교,B,DB-18,23
발안2교,3,경기도,화성시,37.126904,126.903554,37.127368,126.903109,60.0,23.0,5,RC슬래브교,C,DB-24,17
발안천교,2,경기도,화성시,37.120419,126.888653,37.118698,126.892971,175.0,20.9,4,PSCI거더교,B,DB-24,12
백곡교,3,경기도,화성시,37.178624,126.736482,37.178759,126.736577,24.0,6.2,2,라멘교,B,DB-24,28
사곡교,3,경기도,화성시,37.078543,126.806776,37.078791,126.80682,24.0,5.0,1,RC슬래브교,B,DB-18,22
사창1교,3,경기도,화성시,37.094899,126.974944,37.094998,126.975146,20.0,4.0,1,RC슬래브교,B,DB-18,23
사창2교,3,경기도,화성시,37.088726,126.971532,37.088893,126.971645,20.0,11.0,2,라멘교,C,DB-24,25
삼존교,3,경기도,화성시,37.220341,126.765763,37.220643,126.765858,20.0,5.0,1,RC박스거더교,C,DB-18,50
삼화교,3,경기도,화성시,37.237424,126.859192,37.237591,126.859321,20.0,10.0,2,라멘교,C,DB-18,36
상두1교,3,경기도,화성시,37.106372,126.942354,37.106327,126.942745,30.0,7.0,2,RC슬래브교,A,DB-18,30
상두2교,3,경기도,화성시,37.099676,126.945658,37.099789,126.945979,30.0,7.0,2,RC슬래브교,B,DB-18,30
상리교,3,경기도,화성시,37.238598,126.943445,37.238737,126.943628,24.0,9.0,2,RC슬래브교,B,DB-18,23
상신교,3,경기도,화성시,37.095322,126.895633,37.095489,126.895973,36.0,13.8,2,라멘교,C,DB-18,23
상신2교,3,경기도,화성시,37.093057,126.892079,37.093199,126.891815,33.0,11.0,2,PSC슬래브교,C,DB-24,23
상신1교,3,경기도,화성시,37.096386,126.89875,37.09628,126.898947,24.0,5.0,1,라멘교,C,DB-18,22
상신육교,1,경기도,화성시,37.118177,126.903509,37.11884,126.897961,515.0,27.9,8,강박스거더교,B,DB-24,12
새터교,3,경기도,화성시,37.206583,126.812046,37.206693,126.812015,30.0,7.0,1,PSCI거더교,C,DB-24,17
수촌교,3,경기도,화성시,37.077106,126.882593,37.077466,126.882337,44.0,11.0,2,프리플렉스거더교,B,DB-24,23
슬항교,3,경기도,화성시,37.20501,126.770984,37.205157,126.770812,24.0,11.0,2,라멘교,B,DB-24,28
신기동교,3,경기도,화성시,37.11483,126.945346,37.114742,126.945546,20.0,4.2,2,라멘교,B,DB-24,25
쌍학1교,3,경기도,화성시,37.244028,126.893563,37.244177,126.893619,20.0,9.0,2,RC슬래브교,B,DB-18,23
장짐교,3,경기도,화성시,37.138056,126.899308,37.138603,126.899415,60.0,10.0,2,PSC슬래브교,B,DB-24,28
정문1교,3,경기도,화성시,37.09075,126.991193,37.091052,126.991283,36.0,4.5,1,라멘교,C,DB-13.5,23
정문교,3,경기도,화성시,37.088893,126.985744,37.089147,126.986053,40.0,4.5,1,라멘교,B,DB-24,22
조암1교,3,경기도,화성시,37.083124,126.822296,37.083316,126.822169,20.0,6.0,1,RC슬래브교,A,DB-18,22
조암2교,3,경기도,화성시,37.082026,126.819768,37.082177,126.819669,20.0,6.0,1,RC슬래브교,B,DB-18,22
지월교,3,경기도,화성시,37.143599,126.896237,37.143609,126.89692,60.0,8.0,2,RC슬래브교,C,DB-24,23
평리교,3,경기도,화성시,37.134956,126.910654,37.13474,126.910747,26.0,8.0,1,라멘교,C,DB-24,27
하저1교,3,경기도,화성시,37.189563,126.878165,37.189356,126.878472,33.0,4.0,1,RCT거더교,B,DB-18,23
하저교,3,경기도,화성시,37.185351,126.876176,37.185432,126.876668,30.0,5.0,1,RC슬래브교,B,DB-13.5,38
하저리1교,3,경기도,화성시,37.182208,126.871752,37.182058,126.872096,36.0,5.0,1,라멘교,B,DB-18,23
행가교,3,경기도,화성시,37.204774,126.806581,37.205022,126.806471,36.0,7.5,1,RC슬래브교,B,DB-24,28
영남교,3,경기도,화성시,37.207509,126.819397,37.20791,126.819278,43.2,36.0,4,PSCI거더교,B,DB-24,7
송방천3교,2,경기도,화성시,37.168687,127.106705,37.170142,127.106696,160.0,48.1,8,프리플렉스거더교,B,DB-24,5
송방천4교,2,경기도,화성시,37.168962,127.11609,37.169412,127.116322,52.0,20.5,3,프리플렉스거더교,B,DB-24,5
송방천5교,1,경기도,화성시,37.168124,127.11797,37.168944,127.118455,100.0,44.0,8,프리플렉스거더교,B,DB-24,5
관문교,2,경기도,화성시,37.249959,126.775405,37.249961,126.776656,111.0,62.0,9,PSC박스거더교,B,DB-24,4
병점고가교,1,경기도,화성시,37.200447,127.040137,37.199355,127.040623,130.0,26.5,6,강박스거더교,B,DB-24,25
수화1교,1,경기도,화성시,37.251988,126.813018,37.252185,126.81472,150.0,27.9,6,PSC슬래브교,B,DB-24,6
시화교,2,경기도,화성시,37.292625,126.804673,37.295481,126.804672,276.0,36.0,6,기타,B,DB-24,6
구양교,기타,경기도,광주시,37.338081,127.362687,37.337748,127.363149,40.8,19.5,4,PSCI거더교,B,DB-24,30
곤지암교,기타,경기도,광주시,37.351442,127.335723,37.351302,127.336509,62.0,20.0,5,PSCI거더교,C,DB-24,31
광주1육,기타,경기도,광주시,37.401072,127.250684,37.401204,127.251087,25.4,21.0,4,PSCI거더교,B,DB-18,45
태전육교,기타,경기도,광주시,37.393247,127.235879,37.393426,127.23589,40.0,19.5,4,RC슬래브교,B,DB-24,26
태전교,기타,경기도,광주시,37.393027,127.239547,37.392986,127.239708,30.0,62.0,6,라멘교,A,DB-24,10
태전IC RAMP-B1교,1,경기도,광주시,37.394519,127.235063,37.395456,127.23517,140.0,8.0,1,강박스거더교,B,DB-24,10
태전IC RAMP-B2교,기타,경기도,광주시,37.394793,127.235715,37.395156,127.235613,39.0,8.0,1,라멘교,A,DB-24,10
태전IC RAMP-B3교,1,경기도,광주시,37.391328,127.235661,37.39305,127.235768,220.0,12.0,2,강박스거더교,B,DB-24,10
태전IC RAMP-C교,1,경기도,광주시,37.395147,127.232925,37.395505,127.234653,140.0,8.0,1,강박스거더교,B,DB-24,10
태전IC RAMP-D교,2,경기도,광주시,37.391738,127.236069,37.392573,127.237174,130.0,8.0,2,강박스거더교,B,DB-24,10
태전IC RAMP-E교,1,경기도,광주시,37.395325,127.234647,37.394733,127.235685,120.0,8.0,1,강박스거더교,B,DB-24,10
태전IC RAMP-G교,기타,경기도,광주시,37.393647,127.235715,37.39444,127.233848,80.0,8.0,1,강박스거더교,A,DB-24,10
태봉육교,기타,경기도,광주시,37.393253,127.235892,37.3934,127.235897,40.1,31.0,6,RC슬래브교,A,DB-24,10
태전IC교(상),1,경기도,광주시,37.393363,127.238038,37.394207,127.235025,285.0,18.0,3,강박스거더교,B,DB-24,10
태전IC교(하),1,경기도,광주시,37.393548,127.238078,37.394356,127.235088,285.0,14.0,3,강박스거더교,B,DB-24,10
탄벌교,기타,경기도,광주시,37.416309,127.251364,37.416462,127.251627,42.0,16.0,2,RC슬래브교,B,DB-24,29
장심교,기타,경기도,광주시,37.372703,127.405339,37.37257,127.405428,16.0,8.5,2,RC슬래브교,C,DB-24,33
장지IC RAMP교,1,경기도,광주시,37.402949,127.23643,37.403535,127.236229,240.0,7.9,1,강박스거더교,C,DB-24,15
도평교,2,경기도,광주시,37.397543,127.301475,37.396754,127.30193,105.0,10.0,2,기타,B,DB-24,20
태전IC 램프E2교,기타,경기도,광주시,37.395301,127.234328,37.395259,127.234111,30.0,29.2,2,PSCI거더교,A,DB-24,9
광남교,2,경기도,광주시,37.396086,127.228148,37.395109,127.232148,340.0,27.9,6,PSCI거더교,A,DB-24,9
직동교,기타,경기도,광주시,37.402594,127.201603,37.402606,127.202292,45.0,27.9,6,프리플렉스거더교,A,DB-24,10
광남교(상행),2,경기도,광주시,37.395278,127.23201,37.396106,127.228323,340.0,17.9,3,PSCI거더교,B,DB-24,6
광남교(하행),2,경기도,광주시,37.396018,127.228303,37.395137,127.231968,340.0,17.9,3,PSCI거더교,B,DB-24,6
응달교,3,경기도,양주시,37.717077,126.942149,37.717262,126.942637,42.0,3.5,1,RC슬래브교,B,DB-24,27
송추교,3,경기도,양주시,37.713182,126.967819,37.713885,126.968692,45.0,16.0,4,RCT거더교,B,DB-24,47
장흥철도육교,2,경기도,양주시,37.71454,126.934665,37.715605,126.939031,297.0,18.0,4,강박스거더교,B,DB-24,27
교현교,2,경기도,양주시,37.70263,126.970479,37.703606,126.97064,100.0,25.0,4,RC슬래브교,B,DB-24,25
내촌교,3,경기도,양주시,37.852582,127.067903,37.852892,127.068503,68.0,20.0,2,RC슬래브교,B,DB-24,18
덕계교,3,경기도,양주시,37.822122,127.049072,37.822289,127.049169,20.0,15.0,5,RC슬래브교,B,DB-24,23
삼상교,3,경기도,양주시,37.696618,126.932016,37.696652,126.932483,70.0,16.0,2,프리플렉스거더교,B,DB-24,34
소래교,2,경기도,동두천시,37.86802,127.058947,37.867825,127.060164,110.0,10.0,2,RC슬래브교,B,DB-24,28
신단교,3,경기도,양주시,37.809661,126.984896,37.809805,126.985311,41.4,4.0,1,PSC슬래브교,B,DB-24,40
신암교,3,경기도,양주시,37.903609,126.961855,37.903598,126.962316,25.0,8.0,2,RC슬래브교,B,DB-24,27
용암교,3,경기도,양주시,37.862645,127.041301,37.863389,127.041783,93.0,8.0,2,RC슬래브교,B,DB-24,28
장포교,3,경기도,양주시,37.704607,126.947567,37.705219,126.947493,70.0,6.0,2,RC슬래브교,B,DB-18,34
행동교,3,경기도,양주시,37.848047,126.990774,37.847912,126.991623,76.0,10.0,2,RC슬래브교,C,DB-24,26
회암교,3,경기도,양주시,37.837997,127.088135,37.838128,127.088677,44.0,31.0,6,기타,B,DB-24,9
회정교,기타,경기도,양주시,37.835619,127.060421,37.835929,127.061022,60.0,26.0,4,RC슬래브교,C,DB-24,22
양주교,기타,경기도,양주시,37.783503,127.04753,37.78327,127.047846,35.0,6.0,4,RC슬래브교,B,DB-24,22
회천교,3,경기도,양주시,37.858443,127.055153,37.85901,127.055778,80.0,16.0,4,라멘교,A,DB-18,48
가마교,3,경기도,양주시,37.739887,126.977255,37.739932,126.977482,22.0,8.0,2,라멘교,B,DB-24,33
검은교,3,경기도,양주시,37.812675,126.930271,37.812639,126.930444,20.0,6.3,1,라멘교,B,DB-24,23
검준교,3,경기도,양주시,37.865347,126.994292,37.864976,126.995039,81.2,7.0,2,RC슬래브교,B,DB-24,22
고읍교,3,경기도,양주시,37.809156,127.079996,37.809345,127.08053,48.0,10.0,2,RC슬래브교,B,DB-24,25
광석교,3,경기도,양주시,37.823946,126.980673,37.824121,126.980775,24.0,15.0,2,RC슬래브교,B,DB-24,25
광적-무명1교,기타,경기도,양주시,37.812635,126.930427,37.812675,126.930305,16.0,4.5,1,RC박스거더교,B,기타,33
광적-무명4교,3,경기도,양주시,37.837246,126.983862,37.837514,126.983862,25.0,7.0,1,라멘교,B,DB-24,16
교현교,3,경기도,양주시,37.717968,126.972587,37.718344,126.972428,40.7,14.0,2,RCT거더교,B,DB-24,23
국담교,2,경기도,양주시,37.861287,127.026861,37.861947,127.027725,104.3,10.0,2,RC슬래브교,B,DB-24,26
남방1교,3,경기도,양주시,37.769047,127.042565,37.769376,127.042764,35.0,10.0,2,RC슬래브교,C,DB-24,24
남방2교,3,경기도,양주시,37.782887,127.040549,37.783135,127.040555,31.0,10.0,2,RC슬래브교,C,DB-24,25
남방교,기타,경기도,양주시,37.771079,127.028273,37.771244,127.02827,16.5,5.0,1,라멘교,B,DB-18,27
